Year,Week,Day,Date,Holiday,Kickoff,Type,Time,Hour,AwayPrime,After7,MLBReg,MLBPlay,NHLReg,NHLPlay,NBAReg,NBAPlay,NFL,Away,Home,PctMarket,Away2,Home2,Away3,Home3,AwayPop,HomePop,Market,Round,TV,Rating,Viewers,,
2009,4,Sun,10/4/09,0,0,SNF,,8.5,0,1,1,0,1,0,1,0,0,SD,PIT,,,,,,3211252,2360867,5572119,RS,NBC,11,18416000,,
2009,4,Mon,10/5/09,0,0,MNF,,8.5,0,1,0,0,1,0,1,0,0,GB,MIN,,,,,,2040498,3797883,5838381,RS,ESPN,13.2,21839000,,
2009,5,Sun,10/11/09,0,0,Single,,1,7.5,0,0,1,1,0,1,0,1,DAL,KC,,,,,,7206144,2054473,9260617,RS,FOX,9.5,15709000,,
2009,5,Sun,10/11/09,0,0,Regional,,1,7.5,0,0,1,1,0,1,0,1,OAK,NYG,,,,,,8469854,23484225,31954079,RS,CBS,6.7,10340000,,
2009,5,Sun,10/11/09,0,0,National,,4,4.5,0,0,1,1,0,1,0,1,NE,DEN,,,,,,8041303,3277309,11318612,RS,CBS,12.7,20915000,,
2009,5,Sun,10/11/09,0,0,SNF,,8.5,0,1,0,1,1,0,1,0,0,TEN,IND,,,,,,1876933,2336237,4213170,RS,NBC,9.7,16017000,,
2009,5,Mon,10/12/09,0,0,MNF,,8.5,0,1,0,1,1,0,1,0,0,NYJ,MIA,,,,,,23484225,6447610,29931835,RS,ESPN,8.4,13137000,,
2009,6,Sun,10/18/09,0,0,Single,,1,7.5,0,0,1,1,0,1,0,1,NYG,NO,,,,,,23484225,1467880,24952105,RS,FOX,11,17837000,,
2009,6,Sun,10/18/09,0,0,Regional,,1,7.5,0,0,1,1,0,1,0,1,BAL,MIN,,,,,,2770738,3797883,6568621,RS,CBS,9.3,15094000,,
2009,6,Sun,10/18/09,0,0,National,,4,4.5,0,0,1,1,0,1,0,1,TEN,NE,,,,,,1876933,8041303,9918236,RS,CBS,14.6,23946000,,
2009,6,Sun,10/18/09,0,0,SNF,,8.5,0,1,0,1,1,0,1,0,0,ATL,CHI,,,,,,6162195,9912730,16074925,RS,NBC,10.9,18170000,,
2009,6,Mon,10/19/09,0,0,MNF,,8.5,0,1,0,1,1,0,1,0,0,SD,DEN,,,,,,3211252,3277309,6488561,RS,ESPN,8.3,13471000,,
2009,7,Sun,10/25/09,0,0,Single,,1,7.5,0,0,1,1,0,1,0,1,NE,TB,,,,,,8041303,2783243,10824546,RS,CBS,6.4,10486000,,
2009,7,Sun,10/25/09,0,0,Regional,,1,7.5,0,0,1,1,0,1,0,1,MIN,PIT,,,,,,3797883,2360867,6158750,RS,FOX,11.4,18512000,,
2009,7,Sun,10/25/09,0,0,National,,4,4.5,0,0,1,1,0,1,0,1,ATL,DAL,,,,,,6162195,7206144,13368339,RS,FOX,16.8,28399000,,
2009,7,Sun,10/25/09,0,0,SNF,,8.5,0,1,0,1,1,0,1,0,0,ARI,NYG,,,,,,4398762,23484225,27882987,RS,NBC,9.1,14975000,,
2009,7,Mon,10/26/09,0,0,MNF,,8.5,0,1,0,0,1,0,1,0,0,PHI,WAS,,,,,,7146706,9443180,16589886,RS,ESPN,8.1,12766000,,
2009,8,Sun,11/1/09,0,0,Single,,1,7.5,0,0,1,1,0,1,0,1,NYJ,MIA,,,,,,23484225,6447610,29931835,RS,CBS,8.4,13522000,,
2009,8,Sun,11/1/09,0,0,Regional,,1,7.5,0,0,1,1,0,1,0,1,NYG,PHI,,,,,,23484225,7146706,30630931,RS,FOX,9.7,15799000,,
2009,8,Sun,11/1/09,0,0,National,,4,4.5,0,0,1,1,0,1,0,1,MIN,GB,,,,,,3797883,2040498,5838381,RS,FOX,17.4,29820000,,
2009,8,Mon,11/2/09,0,0,MNF,,8.5,0,1,0,1,1,0,1,0,0,ATL,NO,,,,,,6162195,1467880,7630075,RS,ESPN,7.7,12374000,,
2009,9,Sun,11/8/09,0,0,Single,,1,7.5,0,0,0,1,0,1,0,1,ARI,CHI,,,,,,4398762,9912730,14311492,RS,FOX,9.7,15866000,,
2009,9,Sun,11/8/09,0,0,Regional,,1,7.5,0,0,0,1,0,1,0,1,MIA,NE,,,,,,6447610,8041303,14488913,RS,CBS,8.7,13870000,,
2009,9,Sun,11/8/09,0,0,National,,4,4.5,0,0,0,1,0,1,0,1,SD,NYG,,,,,,3211252,23484225,26695477,RS,CBS,11.8,19285000,,
2009,9,Sun,11/8/09,0,0,SNF,,8.5,0,1,0,0,1,0,1,0,0,DAL,PHI,,,,,,7206144,7146706,14352850,RS,NBC,13.1,21883000,,
2009,9,Mon,11/9/09,0,0,MNF,,8.5,0,1,0,0,1,0,1,0,0,PIT,DEN,,,,,,2360867,3277309,5638176,RS,ESPN,9.9,16002000,,
2009,10,Thu,11/12/09,0,0,TNF,,8.5,0,1,0,0,1,0,1,0,0,CHI,SF,,,,,,9912730,8469854,18382584,RS,NFLN,2.4,3899000,,
2009,10,Sun,11/15/09,0,0,Single,,1,7.5,0,0,0,1,0,1,0,1,CIN,PIT,,,,,,2137406,2360867,4498273,RS,CBS,9.8,15747000,,
2009,10,Sun,11/15/09,0,0,Regional,,1,7.5,0,0,0,1,0,1,0,1,ATL,CAR,,,,,,6162195,2493040,8655235,RS,FOX,7.2,11724000,,
2009,10,Sun,11/15/09,0,0,National,,4,4.5,0,0,0,1,0,1,0,1,DAL,GB,,,,,,7206144,2040498,9246642,RS,FOX,15.9,26747000,,
2009,10,Sun,11/15/09,0,0,SNF,,8.5,0,1,0,0,1,0,1,0,0,NE,IND,,,,,,8041303,2336237,10377540,RS,NBC,13.7,22392000,,
2009,10,Mon,11/16/09,0,0,MNF,,8.5,0,1,0,0,1,0,1,0,0,BAL,CLE,,,,,,2770738,3501538,6272276,RS,ESPN,6.5,10196000,,
2009,11,Thu,11/19/09,0,0,TNF,,8.5,0,1,0,0,1,0,1,0,0,MIA,CAR,,,,,,6447610,2493040,8940650,RS,NFLN,1.9,2995000,,
2009,11,Sun,11/22/09,0,0,Single,,1,7.5,0,0,0,1,0,1,0,1,WAS,DAL,,,,,,9443180,7206144,16649324,RS,FOX,10.8,17978000,,
2009,11,Sun,11/22/09,0,0,Regional,,1,7.5,0,0,0,1,0,1,0,1,IND,BAL,,,,,,2336237,2770738,5106975,RS,CBS,7.6,12113000,,
2009,11,Sun,11/22/09,0,0,National,,4,4.5,0,0,0,1,0,1,0,1,NYJ,NE,,,,,,23484225,8041303,31525528,RS,CBS,12.9,21748000,,
2009,11,Sun,11/22/09,0,0,SNF,,8.5,0,1,0,0,1,0,1,0,0,PHI,CHI,,,,,,7146706,9912730,17059436,RS,NBC,10.6,17330000,,
2009,11,Mon,11/23/09,0,0,MNF,,8.5,0,1,0,0,1,0,1,0,0,TEN,HOU,,,,,,1876933,6508323,8385256,RS,ESPN,7.7,12078000,,
2009,12,Thu,11/26/09,1,0,Special,,1,7.5,0,0,0,1,0,1,0,1,GB,DET,,,,,,2040498,5314163,7354661,RS,FOX,11.1,21990000,,
2009,12,Thu,11/26/09,1,0,Special,,4.5,4,0,0,0,1,0,1,0,1,OAK,DAL,,,,,,8469854,7206144,15675998,RS,CBS,11.6,25207000,,
2009,12,Thu,11/26/09,1,0,Special,,8.5,0,1,0,0,0,0,1,0,0,NYG,DEN,,,,,,23484225,3277309,26761534,RS,NFLN,3,6105000,,
2009,12,Sun,11/29/09,0,0,Single,,1,7.5,0,0,0,1,0,1,0,1,IND,HOU,,,,,,2336237,6508323,8844560,RS,CBS,9.9,15690000,,
2009,12,Sun,11/29/09,0,0,Regional,,1,7.5,0,0,0,1,0,1,0,1,WAS,PHI,,,,,,9443180,7146706,16589886,RS,FOX,7.6,12304000,,
2009,12,Sun,11/29/09,0,0,National,,4,4.5,0,0,0,1,0,1,0,1,CHI,MIN,,,,,,9912730,3797883,13710613,RS,FOX,14.3,23559000,,
2009,12,Sun,11/29/09,0,0,SNF,,8.5,0,1,0,0,1,0,1,0,0,PIT,BAL,,,,,,2360867,2770738,5131605,RS,NBC,11.5,19210000,,
2009,12,Mon,11/30/09,0,0,MNF,,8.5,0,1,0,0,1,0,1,0,0,NE,NO,,,,,,8041303,1467880,9509183,RS,ESPN,12.9,21402000,,
2009,13,Thu,12/3/09,0,0,TNF,,8.5,0,1,0,0,1,0,1,0,0,NYJ,BUF,,,,,,23484225,1213007,24697232,RS,NFLN,1.9,3069000,,
2009,13,Sun,12/6/09,0,0,Single,,1,7.5,0,0,0,1,0,1,0,1,NE,MIA,,,,,,8041303,6447610,14488913,RS,CBS,10,16296000,,
2009,13,Sun,12/6/09,0,0,Regional,,1,7.5,0,0,0,1,0,1,0,1,PHI,ATL,,,,,,7146706,6162195,13308901,RS,FOX,8.9,14367000,,
2009,13,Sun,12/6/09,0,0,National,,4,4.5,0,0,0,1,0,1,0,1,DAL,NYG,,,,,,7206144,23484225,30690369,RS,FOX,16.6,27834000,,
2009,13,Sun,12/6/09,0,0,SNF,,8.5,0,1,0,0,1,0,1,0,0,MIN,ARI,,,,,,3797883,4398762,8196645,RS,NBC,12.5,20888000,,
2009,13,Mon,12/7/09,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,BAL,GB,,,,,,2770738,2040498,4811236,RS,ESPN,8.3,13478000,,
2009,14,Thu,12/10/09,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,PIT,CLE,,,,,,2360867,3501538,5862405,RS,NFLN,2.8,4547000,,
2009,14,Sun,12/13/09,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,NO,ATL,,,,,,1467880,6162195,7630075,RS,FOX,10.6,17805000,,
2009,14,Sun,12/13/09,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,CIN,MIN,,,,,,2137406,3797883,5935289,RS,CBS,9.7,15656000,,
2009,14,Sun,12/13/09,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,SD,DAL,,,,,,3211252,7206144,10417396,RS,CBS,14.7,24130000,,
2009,14,Sun,12/13/09,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,PHI,NYG,,,,,,7146706,23484225,30630931,RS,NBC,12.7,20882000,,
2009,14,Mon,12/14/09,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,SF,ARI,,,,,,8469854,4398762,12868616,RS,ESPN,8.3,13077000,,
2009,15,Thu,12/17/09,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,IND,JAC,,,,,,2336237,1518677,3854914,RS,NFLN,3.8,6195000,,
2009,15,Sat,12/19/09,1,0,Special,,4.5,4,0,0,0,0,0,0,0,1,DAL,NO,,,,,,7206144,1467880,8674024,RS,NFLN,5.7,10497000,,
2009,15,Sun,12/20/09,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,CIN,SD,,,,,,2137406,3211252,5348658,RS,CBS,11,17476000,,
2009,15,Sun,12/20/09,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,ATL,NYJ,,,,,,6162195,23484225,29646420,RS,FOX,6.7,10363000,,
2009,15,Sun,12/20/09,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,GB,PIT,,SF,PHI,,,5255176,4753786.5,10008962.5,RS,FOX,15.1,25829000,,
2009,15,Sun,12/20/09,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,MIN,CAR,,,,,,3797883,2493040,6290923,RS,NBC,11,18187000,,
2009,15,Mon,12/21/09,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,NYG,WAS,,,,,,23484225,9443180,32927405,RS,ESPN,7.3,11343000,,
2009,16,Fri,12/25/09,1,0,Special,,8.5,0,1,0,0,0,0,0,0,0,SD,TEN,,,,,,3211252,1876933,5088185,RS,NFLN,3.3,6883000,,
2009,16,Sun,12/27/09,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,CAR,NYG,,,,,,2493040,23484225,25977265,RS,FOX,9,14991000,,
2009,16,Sun,12/27/09,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,BAL,PIT,,,,,,2770738,2360867,5131605,RS,CBS,9.4,15777000,,
2009,16,Sun,12/27/09,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,DEN,PHI,,,,,,3277309,7146706,10424015,RS,CBS,16.3,28240000,,
2009,16,Sun,12/27/09,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,DAL,WAS,,,,,,7206144,9443180,16649324,RS,NBC,10.9,19042000,,
2009,16,Mon,12/28/09,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,MIN,CHI,,,,,,3797883,9912730,13710613,RS,ESPN,10.4,17006000,,
2009,17,Sun,1/3/10,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,NYG,MIN,,,,,,23484225,3797883,27282108,RS,FOX,9.6,15617000,,
2009,17,Sun,1/3/10,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,PIT,MIA,,,,,,2360867,6447610,8808477,RS,CBS,11.2,18844000,,
2009,17,Sun,1/3/10,0,0,Regional,,1,7.5,0,0,0,1,0,0,0,1,BAL,OAK,,,,,,2770738,8469854,11240592,RS,CBS,7.7,12945000,,
2009,17,Sun,1/3/10,0,0,National,,4,4.5,0,0,0,1,0,0,0,1,PHI,DAL,,,,,,7146706,7206144,14352850,RS,FOX,15.2,26453000,,
2009,17,Sun,1/3/10,0,0,SNF,,8.5,0,1,0,0,1,0,0,0,0,NYJ,CIN,,,,,,23484225,2137406,25621631,RS,NBC,10,16333000,,
2010,1,Thu,9/9/10,0,1,Kickoff,,8.5,0,1,1,0,1,0,0,0,0,MIN,NO,,,,,,3797883,1467880,5265763,RS,NBC,16.5,27485000,,
2010,1,Sun,9/12/10,0,0,Single,,1,7.5,0,1,0,1,0,0,0,1,CIN,NE,,,,,,2137406,8041303,10178709,RS,CBS,9.7,16175000,,
2010,1,Sun,9/12/10,0,0,Regional,,1,7.5,0,1,0,1,0,0,0,1,CAR,NYG,,,,,,2493040,23484225,25977265,RS,FOX,8.1,13086000,,
2010,1,Sun,9/12/10,0,0,National,,4,4.5,0,1,0,1,0,0,0,1,GB,PHI,,,,,,2040498,7146706,9187204,RS,FOX,16.5,28023000,,
2010,1,Sun,9/12/10,0,0,SNF,,8.5,0,1,1,0,1,0,0,0,0,DAL,WAS,,,,,,7206144,9443180,16649324,RS,NBC,15,25262000,,
2010,1,Mon,9/13/10,0,0,MNF,,8.5,0,1,1,0,1,0,0,0,0,BAL,NYJ,,,,,,2770738,23484225,26254963,RS,ESPN,9.4,14973000,,
2010,1,Mon,9/13/10,0,0,MNF,,8.5,0,1,1,0,1,0,0,0,0,SD,KC,,,,,,3211252,2054473,5265725,RS,ESPN,7.6,11889000,,
2010,2,Sun,9/19/10,0,0,Single,,1,7.5,0,1,0,1,0,0,0,1,CHI,DAL,,,,,,9912730,7206144,17118874,RS,FOX,10.6,17769000,,
2010,2,Sun,9/19/10,0,0,Regional,,1,7.5,0,1,0,1,0,0,0,1,MIA,MIN,,,,,,6447610,3797883,10245493,RS,CBS,9,14830000,,
2010,2,Sun,9/19/10,0,0,National,,4,4.5,0,1,0,1,0,0,0,1,NE,NYJ,,,,,,8041303,23484225,31525528,RS,CBS,16.2,27010000,,
2010,2,Sun,9/19/10,0,0,SNF,,8.5,0,1,1,0,1,0,0,0,0,NYG,IND,,,,,,23484225,2336237,25820462,RS,NBC,13.8,23100000,,
2010,2,Mon,9/20/10,0,0,MNF,,8.5,0,1,1,0,1,0,0,0,0,NO,SF,,,,,,1467880,8469854,9937734,RS,ESPN,9.4,15120000,,
2010,3,Sun,9/26/10,0,0,Single,,1,7.5,0,1,0,1,0,0,0,1,DAL,HOU,,,,,,7206144,6508323,13714467,RS,FOX,12.8,22237000,,
2010,3,Sun,9/26/10,0,0,Regional,,1,7.5,0,1,0,1,0,0,0,1,TEN,NYG,,,,,,1876933,23484225,25361158,RS,CBS,8,12836000,,
2010,3,Sun,9/26/10,0,0,National,,4,4.5,0,1,0,1,0,0,0,1,IND,DEN,,,,,,2336237,3277309,5613546,RS,CBS,14,23134000,,
2010,3,Sun,9/26/10,0,0,SNF,,8.5,0,1,1,0,1,0,0,0,0,NYJ,MIA,,,,,,23484225,6447610,29931835,RS,NBC,11.3,18147000,,
2010,3,Mon,9/27/10,0,0,MNF,,8.5,0,1,1,0,1,0,0,0,0,GB,CHI,,,,,,2040498,9912730,11953228,RS,ESPN,10.8,17454000,,
2010,4,Sun,10/3/10,0,0,Single,,1,7.5,0,1,0,1,0,0,0,1,BAL,PIT,,,,,,2770738,2360867,5131605,RS,CBS,10.6,17606000,,
2010,4,Sun,10/3/10,0,0,Regional,,1,7.5,0,1,0,1,0,0,0,1,CAR,NO,,,,,,2493040,1467880,3960920,RS,FOX,8.3,13679000,,
2010,4,Sun,10/3/10,0,0,National,,4,4.5,0,1,0,1,0,0,0,1,WAS,PHI,,,,,,9443180,7146706,16589886,RS,FOX,13.8,23134000,,
2010,4,Sun,10/3/10,0,0,SNF,,8.5,0,1,0,0,1,0,0,0,0,CHI,NYG,,,,,,9912730,23484225,33396955,RS,NBC,12.5,20929000,,
2010,4,Mon,10/4/10,0,0,MNF,,8.5,0,1,0,0,1,0,0,0,0,NE,MIA,,,,,,8041303,6447610,14488913,RS,ESPN,9,13971000,,
2010,5,Sun,10/10/10,0,0,Single,,1,7.5,0,0,1,1,0,0,0,1,GB,WAS,,,,,,2040498,9443180,11483678,RS,FOX,11.6,19314000,,
2010,5,Sun,10/10/10,0,0,Regional,,1,7.5,0,0,1,1,0,0,0,1,KC,IND,,,,,,2054473,2336237,4390710,RS,CBS,6.5,10463000,,
2010,5,Sun,10/10/10,0,0,National,,4,4.5,0,0,1,1,0,0,0,1,TEN,DAL,,,,,,1876933,7206144,9083077,RS,CBS,12.7,20787000,,
2010,5,Sun,10/10/10,0,0,SNF,,8.5,0,1,0,1,1,0,0,0,0,PHI,SF,,,,,,7146706,8469854,15616560,RS,NBC,10.3,16856000,,
2010,5,Mon,10/11/10,0,0,MNF,,8.5,0,1,0,1,1,0,0,0,0,MIN,NYJ,,,,,,3797883,23484225,27282108,RS,ESPN,10.7,17313000,,
2010,6,Sun,10/17/10,0,0,Single,,1,7.5,0,0,1,1,0,0,0,1,BAL,NE,,,,,,2770738,8041303,10812041,RS,CBS,12.8,21484000,,
2010,6,Sun,10/17/10,0,0,Regional,,1,7.5,0,0,1,1,0,0,0,1,ATL,PHI,,,,,,6162195,7146706,13308901,RS,FOX,7.3,11860000,,
2010,6,Sun,10/17/10,0,0,National,,4,4.5,0,0,1,1,0,0,0,1,DAL,MIN,,,,,,7206144,3797883,11004027,RS,FOX,15.7,25980000,,
2010,6,Sun,10/17/10,0,0,SNF,,8.5,0,1,0,1,1,0,0,0,0,IND,WAS,,,,,,2336237,9443180,11779417,RS,NBC,11.7,19115000,,
2010,6,Mon,10/18/10,0,0,MNF,,8.5,0,1,0,1,1,0,0,0,0,TEN,JAC,,,,,,1876933,1518677,3395610,RS,ESPN,6.2,9666000,,
2010,7,Sun,10/24/10,0,0,Single,,1,7.5,0,0,0,1,0,0,0,1,WAS,CHI,,,,,,9443180,9912730,19355910,RS,FOX,9.3,14923000,,
2010,7,Sun,10/24/10,0,0,Regional,,1,7.5,0,0,0,1,0,0,0,1,PIT,MIA,,,,,,2360867,6447610,8808477,RS,CBS,9.4,15308000,,
2010,7,Sun,10/24/10,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,NE,SD,,,,,,8041303,3211252,11252555,RS,CBS,13.1,21918000,,
2010,7,Sun,10/24/10,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,MIN,GB,,,,,,3797883,2040498,5838381,RS,NBC,15.4,25675000,,
2010,7,Mon,10/25/10,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,NYG,DAL,,,,,,23484225,7206144,30690369,RS,ESPN,11.2,17953000,,
2010,8,Sun,10/31/10,0,0,Single,,1,7.5,0,0,1,1,0,0,0,1,JAC,DAL,,,,,,1518677,7206144,8724821,RS,CBS,8.6,13963000,,
2010,8,Sun,10/31/10,0,0,Regional,,1,7.5,0,0,1,1,0,0,0,1,GB,NYJ,,,,,,2040498,23484225,25524723,RS,FOX,8.2,13127000,,
2010,8,Sun,10/31/10,0,0,National,,4,4.5,0,0,1,1,0,0,0,1,MIN,NE,,,,,,3797883,8041303,11839186,RS,FOX,15.2,25221000,,
2010,8,Sun,10/31/10,0,0,SNF,,8.5,0,1,0,1,1,0,0,0,0,PIT,NO,,,,,,2360867,1467880,3828747,RS,NBC,10.7,18106000,,
2010,8,Mon,11/1/10,0,0,MNF,,8.5,0,1,0,1,1,0,0,0,0,HOU,IND,,,,,,6508323,2336237,8844560,RS,ESPN,7.4,11911000,,
2010,9,Sun,11/7/10,0,0,Single,,1,7.5,0,0,0,1,0,0,0,1,NYG,SEA,,,,,,23484225,3610105,27094330,RS,FOX,9.8,16279000,,
2010,9,Sun,11/7/10,0,0,Regional,,1,7.5,0,0,0,1,0,0,0,1,MIA,BAL,,,,,,6447610,2770738,9218348,RS,CBS,9.6,15419000,,
2010,9,Sun,11/7/10,0,0,National,,4,4.5,0,0,0,1,0,0,0,1,IND,PHI,,,,,,2336237,7146706,9482943,RS,CBS,16.3,27789000,,
2010,9,Sun,11/7/10,0,0,SNF,,8.5,0,1,0,0,1,0,0,0,0,DAL,GB,,,,,,7206144,2040498,9246642,RS,NBC,11.6,19368000,,
2010,9,Mon,11/8/10,0,0,MNF,,8.5,0,1,0,0,1,0,0,0,0,PIT,CIN,,,,,,2360867,2137406,4498273,RS,ESPN,9.2,15016000,,
2010,10,Thu,11/11/10,0,0,TNF,,8.5,0,1,0,0,1,0,0,0,0,BAL,ATL,,,,,,2770738,6162195,8932933,RS,NFLN,3.1,5008000,,
2010,10,Sun,11/14/10,0,0,Single,,1,7.5,0,0,0,1,0,0,0,1,NYJ,CLE,,,,,,23484225,3501538,26985763,RS,CBS,9.6,15676000,,
2010,10,Sun,11/14/10,0,0,Regional,,1,7.5,0,0,0,1,0,0,0,1,MIN,CHI,,,,,,3797883,9912730,13710613,RS,FOX,8.2,13141000,,
2010,10,Sun,11/14/10,0,0,National,,4,4.5,0,0,0,1,0,0,0,1,DAL,NYG,,,,,,7206144,23484225,30690369,RS,FOX,15.5,26226000,,
2010,10,Sun,11/14/10,0,0,SNF,,8.5,0,1,0,0,1,0,0,0,0,NE,PIT,,,,,,8041303,2360867,10402170,RS,NBC,12.8,21182000,,
2010,10,Mon,11/15/10,0,0,MNF,,8.5,0,1,0,0,1,0,0,0,0,PHI,WAS,,,,,,7146706,9443180,16589886,RS,ESPN,9.3,15032000,,
2010,11,Thu,11/18/10,0,0,TNF,,8.5,0,1,0,0,1,0,0,0,0,CHI,MIA,,,,,,9912730,6447610,16360340,RS,NFLN,3.3,5418000,,
2010,11,Sun,11/21/10,0,0,Single,,1,7.5,0,0,0,1,0,0,0,1,GB,MIN,,,,,,2040498,3797883,5838381,RS,FOX,11.9,20283000,,
2010,11,Sun,11/21/10,0,0,Regional,,1,7.5,0,0,0,1,0,0,0,1,HOU,NYJ,,,,,,6508323,23484225,29992548,RS,CBS,8.5,13564000,,
2010,11,Sun,11/21/10,0,0,National,,4,4.5,0,0,0,1,0,0,0,1,IND,NE,,,,,,2336237,8041303,10377540,RS,CBS,14.2,23596000,,
2010,11,Sun,11/21/10,0,0,SNF,,8.5,0,1,0,0,1,0,0,0,0,NYG,PHI,,,,,,23484225,7146706,30630931,RS,NBC,13.9,23204000,,
2010,11,Mon,11/22/10,0,0,MNF,,8.5,0,1,0,0,1,0,0,0,0,DEN,SD,,,,,,3277309,3211252,6488561,RS,ESPN,7.2,11664000,,
2010,12,Thu,11/25/10,1,0,Special,,1,7.5,0,0,0,1,0,0,0,1,NE,DET,,,,,,8041303,5314163,13355466,RS,CBS,13.4,27753000,,
2010,12,Thu,11/25/10,1,0,Special,,4.5,4,0,0,0,1,0,0,0,1,NO,DAL,,,,,,1467880,7206144,8674024,RS,FOX,13.9,31874000,,
2010,12,Thu,11/25/10,0,0,TNF,,8.5,0,1,0,0,1,0,0,0,0,CIN,NYJ,,,,,,2137406,23484225,25621631,RS,NFLN,3.4,7106000,,
2010,12,Sun,11/28/10,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,JAC,NYG,,,,,,1518677,23484225,25002902,RS,CBS,9.3,15420000,,
2010,12,Sun,11/28/10,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,GB,ATL,,,,,,2040498,6162195,8202693,RS,FOX,9.9,16681000,,
2010,12,Sun,11/28/10,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,PHI,CHI,,,,,,7146706,9912730,17059436,RS,FOX,15.3,26610000,,
2010,12,Sun,11/28/10,0,0,SNF,,8.5,0,1,0,0,0,0,1,0,0,SD,IND,,,,,,3211252,2336237,5547489,RS,NBC,11.4,19100000,,
2010,12,Mon,11/29/10,0,0,MNF,,8.5,0,1,0,0,1,0,1,0,0,SF,ARI,,,,,,8469854,4398762,12868616,RS,ESPN,7,11202000,,
2010,13,Thu,12/2/10,0,0,TNF,,8.5,0,1,0,0,1,0,1,0,0,HOU,PHI,,,,,,6508323,7146706,13655029,RS,NFLN,3.3,5406000,,
2010,13,Sun,12/5/10,0,0,Single,,1,7.5,0,0,0,1,0,1,0,1,OAK,SD,,,,,,8469854,3211252,11681106,RS,CBS,8.6,14162000,,
2010,13,Sun,12/5/10,0,0,Regional,,1,7.5,0,0,0,1,0,1,0,1,WAS,NYG,,,,,,9443180,23484225,32927405,RS,FOX,9.8,15768000,,
2010,13,Sun,12/5/10,0,0,National,,4,4.5,0,0,0,1,0,1,0,1,DAL,IND,,,,,,7206144,2336237,9542381,RS,FOX,16.3,27428000,,
2010,13,Sun,12/5/10,0,0,SNF,,8.5,0,1,0,0,1,0,1,0,0,BAL,PIT,,,,,,2770738,2360867,5131605,RS,NBC,13.4,22509000,,
2010,13,Mon,12/6/10,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,NYJ,NE,,,,,,23484225,8041303,31525528,RS,ESPN,10,16533000,,
2010,14,Thu,12/9/10,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,IND,TEN,,,,,,2336237,1876933,4213170,RS,NFLN,3.3,5394000,,
2010,14,Sun,12/12/10,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,GB,DET,,,,,,2040498,5314163,7354661,RS,FOX,10.5,17490000,,
2010,14,Sun,12/12/10,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,CIN,PIT,,,,,,2137406,2360867,4498273,RS,CBS,9.6,15498000,,
2010,14,Sun,12/12/10,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,NE,CHI,,,,,,8041303,9912730,17954033,RS,CBS,17.5,30468000,,
2010,14,Sun,12/12/10,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,PHI,DAL,,,,,,7146706,7206144,14352850,RS,NBC,15.2,25728000,,
2010,14,Mon,12/13/10,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,BAL,HOU,,,,,,2770738,6508323,9279061,RS,ESPN,7.7,11927000,,
2010,15,Thu,12/16/10,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,SF,SD,,,,,,8469854,3211252,11681106,RS,NFLN,2.9,4890000,,
2010,15,Sun,12/19/10,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,PHI,NYG,,,,,,7146706,23484225,30630931,RS,FOX,13,21881000,,
2010,15,Sun,12/19/10,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,JAC,IND,,,,,,1518677,2336237,3854914,RS,CBS,7.4,11927000,,
2010,15,Sun,12/19/10,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,NYJ,PIT,,,,,,23484225,2360867,25845092,RS,CBS,15,25677000,,
