Year,Date,Day,Holiday,Clock,Time,AwayPrime,Window,Past7,NBAPlay,NHLReg,NHLPlay,MLBReg,MLBPlay,NFL,CF,Away,Home,AwayPop,HomePop,Market,Round,Game,WT,LT,Dif,Leverage,TV,Rating,Viewers
2012,5/13/12,Sun,0,,1,7.5,1,0,0,0,1,1,0,0,0,Clippers,Grizzlies,18351929,1369006,19720935,1,7,3,3,0,1,ABC,3.2,4663000
2012,5/13/12,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Pacers,Heat,2336237,6447610,8783847,2,1,0,0,0,0.558,ABC,4.4,7016000
2013,5/13/13,Mon,0,,9.5,1,3,1,0,0,1,1,0,0,0,Thunder,Grizzlies,1390835,1369006,2759841,2,4,2,1,1,0.462,TNT,3.4,5000000
2013,5/13/13,Mon,0,,7,1.5,3,1,0,0,1,1,0,0,0,Heat,Bulls,6447610,9912730,16360340,2,4,2,1,1,0.462,TNT,3.2,4900000
2012,5/14/12,Mon,0,,9.5,1,3,1,0,0,1,1,0,0,0,Lakers,Thunder,18351929,1390835,19742764,2,1,0,0,0,0.558,TNT,4.3,6687000
2012,5/14/12,Mon,0,,7,1.5,3,1,0,0,1,1,0,0,0,Sixers,Celtics,7146706,8041303,15188009,2,2,1,0,1,0.44,TNT,2.6,4016000
2013,5/14/13,Tue,0,,9.5,1,3,1,0,0,1,1,0,0,0,Warriors,Spurs,8469854,2277550,10747404,2,5,2,2,0,0.714,TNT,3.5,5300000
2013,5/14/13,Tue,0,,7,1.5,3,1,0,0,1,1,0,0,0,Knicks,Pacers,23484225,2336237,25820462,2,4,2,1,1,0.462,TNT,2.8,4100000
2011,5/15/11,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Grizzlies,Thunder,1369006,1390835,2759841,2,7,3,3,0,1,ABC,4.4,7141000
2011,5/15/11,Sun,0,,8,0.5,3,1,0,0,1,1,0,0,0,Heat,Bulls,6447610,9912730,16360340,3,1,0,0,0,0.558,TNT,6.2,11109000
2012,5/15/12,Tue,0,,9.5,1,3,1,0,0,1,1,0,0,0,Clippers,Spurs,18351929,2277550,20629479,2,1,0,0,0,0.558,TNT,3.4,5040000
2012,5/15/12,Tue,0,,7,1.5,3,1,0,0,1,1,0,0,0,Pacers,Heat,2336237,6447610,8783847,2,2,1,0,1,0.44,TNT,2.9,4457000
2013,5/15/13,Wed,0,,7,1.5,3,1,0,0,1,1,0,0,0,Bulls,Heat,9912730,6447610,16360340,2,5,3,1,2,0.143,TNT,3.6,5500000
2013,5/15/13,Wed,0,,9.5,1,3,1,0,0,1,1,0,0,0,Grizzlies,Thunder,1369006,1390835,2759841,2,5,3,1,2,0.143,TNT,3.6,5300000
2012,5/16/12,Wed,0,,9.5,1,3,1,0,0,1,1,0,0,0,Lakers,Thunder,18351929,1390835,19742764,2,2,1,0,1,0.44,TNT,4.6,7445000
2012,5/16/12,Wed,0,,7,1.5,3,1,0,0,1,1,0,0,0,Celtics,Sixers,8041303,7146706,15188009,2,3,1,1,0,0.642,TNT,2.5,3730000
2013,5/16/13,Thu,0,,8,0.5,3,1,0,0,1,1,0,0,0,Pacers,Knicks,2336237,23484225,25820462,2,5,3,1,2,0.143,TNT,3.1,4600000
2013,5/16/13,Thu,0,,10.5,2,4,1,0,0,1,1,0,0,0,Spurs,Warriors,2277550,8469854,10747404,2,6,3,2,1,0.5,ESPN,2.6,3800000
2011,5/17/11,Tue,0,,9,0.5,3,1,0,0,1,1,0,0,0,Thunder,Mavericks,1390835,7206144,8596979,3,1,0,0,0,0.558,ESPN,4.3,6982000
2012,5/17/12,Thu,0,,9.5,1,3,1,0,0,1,1,0,0,0,Clippers,Spurs,18351929,2277550,20629479,2,2,1,0,1,0.44,ESPN,3.2,4683000
2012,5/17/12,Thu,0,,7,1.5,3,1,0,0,1,1,0,0,0,Heat,Pacers,6447610,2336237,8783847,2,3,1,1,0,0.642,ESPN,3,4453000
2011,5/18/11,Wed,0,,8.5,0,3,1,0,0,1,1,0,0,0,Heat,Bulls,6447610,9912730,16360340,3,2,0,1,1,0.44,TNT,6.1,10036000
2012,5/18/12,Fri,0,,10.5,2,4,1,0,0,0,1,0,0,0,Thunder,Lakers,1390835,18351929,19742764,2,3,2,0,2,0.179,ESPN,4.6,7377000
2012,5/18/12,Fri,0,,8,0.5,3,1,0,0,0,1,0,0,0,Celtics,Sixers,8041303,7146706,15188009,2,4,2,1,1,0.462,ESPN,3.1,4751000
2013,5/18/13,Sat,0,,8,0.5,3,1,0,0,1,1,0,0,0,Knicks,Pacers,23484225,2336237,25820462,2,6,3,2,1,0.5,ESPN,3,4900000
2011,5/19/11,Thu,0,,9,0.5,3,1,0,0,1,1,0,0,0,Thunder,Mavericks,1390835,7206144,8596979,3,2,1,0,1,0.44,ESPN,4.4,7041000
2012,5/19/12,Sat,0,,10.5,2,4,1,0,0,1,1,0,0,0,Thunder,Lakers,1390835,18351929,19742764,2,4,2,1,1,0.462,TNT,3.9,6366000
2012,5/19/12,Sat,0,,3.5,5,1,0,0,0,1,1,0,0,0,Spurs,Clippers,2277550,18351929,20629479,2,3,2,0,2,0.179,ABC,2.3,3182000
2013,5/19/13,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Grizzlies,Spurs,1369006,2277550,3646556,3,1,0,0,0,0.558,ABC,3.1,4900000
2012,5/20/12,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Heat,Pacers,6447610,2336237,8783847,2,4,1,2,1,0.462,ABC,4.8,7625000
2012,5/20/12,Sun,0,,10.5,2,4,1,0,0,1,1,0,0,0,Spurs,Clippers,2277550,18351929,20629479,2,4,3,0,3,0.038,TNT,2.8,4443000
2011,5/21/11,Sat,0,,9,0.5,3,1,0,0,1,1,0,0,0,Mavericks,Thunder,7206144,1390835,8596979,3,3,1,1,0,0.642,ESPN,3.7,6175000
2012,5/21/12,Mon,0,,9.5,1,3,1,0,0,1,1,0,0,0,Lakers,Thunder,18351929,1390835,19742764,2,5,3,1,2,0.143,TNT,5.3,8149000
2012,5/21/12,Mon,0,,7,1.5,3,1,0,0,1,1,0,0,0,Sixers,Celtics,7146706,8041303,15188009,2,5,2,2,0,0.714,TNT,2.8,4174000
2013,5/21/13,Tue,0,,9,0.5,3,1,0,0,1,1,0,0,0,Grizzlies,Spurs,1369006,2277550,3646556,3,2,1,0,1,0.44,ESPN,3.1,4600000
2011,5/22/11,Sun,0,,9,0.5,3,1,0,0,1,1,0,0,0,Bulls,Heat,9912730,6447610,16360340,3,3,1,1,0,0.642,TNT,6.4,10889000
2012,5/22/12,Tue,0,,8,0.5,3,1,0,0,1,1,0,0,0,Pacers,Heat,2336237,6447610,8783847,2,5,2,2,0,0.714,TNT,3.5,5503000
2013,5/22/13,Wed,0,,8.5,0,3,1,0,0,1,1,0,0,0,Pacers,Heat,2336237,6447610,8783847,3,1,0,0,0,0.558,TNT,5.3,8200000
2011,5/23/11,Mon,0,,8.5,0,3,1,0,0,1,1,0,0,0,Mavericks,Thunder,7206144,1390835,8596979,3,4,2,1,1,0.462,ESPN,4.6,7410000
2012,5/23/12,Wed,0,,8,0.5,3,1,0,0,1,1,0,0,0,Celtics,Sixers,8041303,7146706,15188009,2,6,3,2,1,0.5,ESPN,3.5,5354000
2011,5/24/11,Tue,0,,9,0.5,3,1,0,0,1,1,0,0,0,Bulls,Heat,9912730,6447610,16360340,3,4,2,1,1,0.462,TNT,6.1,9770000
2012,5/24/12,Thu,0,,8,0.5,3,1,0,0,0,1,0,0,0,Heat,Pacers,6447610,2336237,8783847,2,6,3,2,1,0.5,ESPN,4.5,6892000
2013,5/24/13,Fri,0,,8.5,0,3,1,0,0,1,1,0,0,0,Pacers,Heat,2336237,6447610,8783847,3,2,1,0,1,0.44,TNT,4.4,7000000
2011,5/25/11,Wed,0,,8.5,0,3,1,0,0,1,1,0,0,0,Thunder,Mavericks,1390835,7206144,8596979,3,5,3,1,2,0.143,ESPN,4.5,7012000
2013,5/25/13,Sat,0,,9,0.5,3,1,0,0,1,1,0,0,0,Spurs,Grizzlies,2277550,1369006,3646556,3,3,2,0,2,0.179,ESPN,3.1,4900000
2011,5/26/11,Thu,0,,9,0.5,3,1,0,0,0,1,0,0,0,Heat,Bulls,6447610,9912730,16360340,3,5,3,1,2,0.143,TNT,6.4,10407000
2012,5/26/12,Sat,0,,8,0.5,3,1,0,0,0,1,0,0,0,Sixers,Celtics,7146706,8041303,15188009,2,7,3,3,0,1,ABC,4.5,7012000
2013,5/26/13,Sun,0,,8.5,0,3,1,0,0,1,1,0,0,0,Heat,Pacers,6447610,2336237,8783847,3,3,1,1,0,0.642,TNT,4.5,7300000
2012,5/27/12,Sun,0,,8.5,0,3,1,0,0,0,1,0,0,0,Thunder,Spurs,1390835,2277550,3668385,3,1,0,0,0,0.558,TNT,4.8,7764000
2013,5/27/13,Mon,0,,9,0.5,3,1,0,0,1,1,0,0,0,Spurs,Grizzlies,2277550,1369006,3646556,3,4,3,0,3,0.038,ESPN,3.2,5200000
2012,5/28/12,Mon,0,,8.5,0,3,1,0,0,0,1,0,0,0,Celtics,Heat,8041303,6447610,14488913,3,1,0,0,0,0.558,ESPN,5.6,8989000
2013,5/28/13,Tue,0,,8.5,0,3,1,0,0,1,1,0,0,0,Heat,Pacers,6447610,2336237,8783847,3,4,2,1,1,0.462,TNT,5.1,8100000
2012,5/29/12,Tue,0,,9,0.5,3,1,0,0,0,1,0,0,0,Thunder,Spurs,1390835,2277550,3668385,3,2,0,1,1,0.44,TNT,4.6,7299000
2012,5/30/12,Wed,0,,8.5,0,3,1,0,0,1,1,0,0,0,Celtics,Heat,8041303,6447610,14488913,3,2,1,0,1,0.44,ESPN,5.7,8809000
2013,5/30/13,Thu,0,,8.5,0,3,1,0,0,0,1,0,0,0,Pacers,Heat,2336237,6447610,8783847,3,5,2,2,0,0.714,TNT,5.4,8500000
2011,5/31/11,Tue,0,,9,0.5,3,1,0,0,0,1,0,0,0,Mavericks,Heat,7206144,6447610,13653754,4,1,0,0,0,0.558,ABC,9,15171000
2012,5/31/12,Thu,0,,9,0.5,3,1,0,0,0,1,0,0,0,Spurs,Thunder,2277550,1390835,3668385,3,3,0,2,2,0.179,TNT,4.7,7134000
2012,6/1/12,Fri,0,,8.5,0,3,1,0,0,0,1,0,0,0,Heat,Celtics,6447610,8041303,14488913,3,3,2,0,2,0.179,ESPN,4.6,7593000
2013,6/1/13,Sat,0,,8.5,0,3,1,0,0,1,1,0,0,0,Heat,Pacers,6447610,2336237,8783847,3,6,3,2,1,0.5,TNT,4.9,8200000
2011,6/2/11,Thu,0,,9,0.5,3,1,0,0,0,1,0,0,0,Mavericks,Heat,7206144,6447610,13653754,4,2,0,1,1,0.44,ABC,9.3,15522000
2012,6/2/12,Sat,0,,9,0.5,3,1,0,0,1,1,0,0,0,Spurs,Thunder,2277550,1390835,3668385,3,4,1,2,1,0.462,TNT,4.1,6529000
2012,6/3/12,Sun,0,,8.5,0,3,1,0,0,0,1,0,0,0,Heat,Celtics,6447610,8041303,14488913,3,4,2,1,1,0.462,ESPN,6.8,11068000
2013,6/3/13,Mon,0,,8.5,0,3,1,0,0,1,1,0,0,0,Pacers,Heat,2336237,6447610,8783847,3,7,3,3,0,1,TNT,7.1,11600000
2012,6/4/12,Mon,0,,9,0.5,3,1,0,0,1,1,0,0,0,Thunder,Spurs,1390835,2277550,3668385,3,5,2,2,0,0.714,TNT,5.5,8507000
2011,6/5/11,Sun,0,,8,0.5,3,1,0,0,0,1,0,0,0,Heat,Mavericks,6447610,7206144,13653754,4,3,1,1,0,0.642,ABC,9.1,15338000
2012,6/5/12,Tue,0,,8.5,0,3,1,0,0,0,1,0,0,0,Celtics,Heat,8041303,6447610,14488913,3,5,2,2,0,0.714,ESPN,6.3,10251000
2012,6/6/12,Wed,0,,9,0.5,3,1,0,0,1,1,0,0,0,Spurs,Thunder,2277550,1390835,3668385,3,6,3,2,1,0.5,TNT,6,9498000
2013,6/6/13,Thu,0,,9,0.5,3,1,0,0,1,1,0,0,0,Spurs,Heat,2277550,6447610,8725160,4,1,0,0,0,0.558,ABC,8.8,14200000
2011,6/7/11,Tue,0,,9,0.5,3,1,0,0,0,1,0,0,0,Heat,Mavericks,6447610,7206144,13653754,4,4,1,2,1,0.462,ABC,9.6,16126000
2012,6/7/12,Thu,0,,8.5,0,3,1,0,0,0,1,0,0,0,Heat,Celtics,6447610,8041303,14488913,3,6,2,3,1,0.5,ESPN,6.8,11068000
2011,6/9/11,Thu,0,,9,0.5,3,1,0,0,0,1,0,0,0,Heat,Mavericks,6447610,7206144,13653754,4,5,2,2,0,0.714,ABC,10.8,18318000
2012,6/9/12,Sat,0,,8.5,0,3,1,0,0,1,1,0,0,0,Celtics,Heat,8041303,6447610,14488913,3,7,3,3,0,1,ESPN,7.7,13346000
2013,6/9/13,Sun,0,,8,0.5,3,1,0,0,0,1,0,0,0,Spurs,Heat,2277550,6447610,8725160,4,2,0,1,1,0.44,ABC,8.5,14600000
2013,6/11/13,Tue,0,,9,0.5,3,1,0,0,0,1,0,0,0,Heat,Spurs,6447610,2277550,8725160,4,3,1,1,0,0.642,ABC,8.5,14000000
2011,6/12/11,Sun,0,,8,0.5,3,1,0,0,0,1,0,0,0,Mavericks,Heat,7206144,6447610,13653754,4,6,3,2,1,0.5,ABC,13.3,23880000
2012,6/12/12,Tue,0,,9,0.5,3,1,0,0,0,1,0,0,0,Heat,Thunder,6447610,1390835,7838445,4,1,0,0,0,0.558,ABC,9.9,16195000
2013,6/13/13,Thu,0,,9,0.5,3,1,0,0,0,1,0,0,0,Heat,Spurs,6447610,2277550,8725160,4,4,1,2,1,0.462,ABC,10,16200000
2012,6/14/12,Thu,0,,9,0.5,3,1,0,0,0,1,0,0,0,Heat,Thunder,6447610,1390835,7838445,4,2,0,1,1,0.44,ABC,10.4,16670000
2013,6/16/13,Sun,0,,8,0.5,3,1,0,0,0,1,0,0,0,Heat,Spurs,6447610,2277550,8725160,4,5,2,2,0,0.714,ABC,9.5,16300000
2012,6/17/12,Sun,0,,8,0.5,3,1,0,0,0,1,0,0,0,Thunder,Heat,1390835,6447610,7838445,4,3,1,1,0,0.642,ABC,8.8,15549000
2013,6/18/13,Tue,0,,9,0.5,3,1,0,0,0,1,0,0,0,Spurs,Heat,2277550,6447610,8725160,4,6,2,3,1,0.5,ABC,12.3,20600000
2012,6/19/12,Tue,0,,9,0.5,3,1,0,0,0,1,0,0,0,Thunder,Heat,1390835,6447610,7838445,4,4,2,1,1,0.462,ABC,10.5,17455000
2013,6/20/13,Thu,0,,9,0.5,3,1,0,0,0,1,0,0,0,Spurs,Heat,2277550,6447610,8725160,4,7,3,3,0,1,ABC,15.3,26300000
2012,6/21/12,Thu,0,,9,0.5,3,1,0,0,0,1,0,0,0,Thunder,Heat,1390835,6447610,7838445,4,5,3,1,2,0.143,ABC,10.9,18416000
2014,10/29/13,Tue,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Bulls,Heat,9912730,6447610,16360340,RS,,,,,,TNT,,5370000
2014,10/29/13,Tue,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Clippers,Lakers,18351929,18351929,36703858,RS,,,,,,TNT,,3570000
2013,10/30/12,Tue,0,0.833333333,8,0.5,3,1,0,0,0,0,0,0,0,Celtics,Heat,8041303,6447610,14488913,RS,,,,,,TNT,,5371000
2013,10/30/12,Tue,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Mavs,Lakers,7206144,18351929,25558073,RS,,,,,,TNT,,4298000
2014,10/31/13,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,1,0,Knicks,Bulls,23484225,9912730,33396955,RS,,,,,,TNT,,2640000
2014,10/31/13,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,1,0,Warriors,Clippers,8469854,18351929,26821783,RS,,,,,,TNT,,2160000
2013,11/1/12,Thu,0,0.895833333,9.5,1,3,1,0,0,0,0,0,1,0,Thunder,Spurs,1390835,2277550,3668385,RS,,,,,,TNT,,2144000
2014,11/1/13,Fri,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Heat,Nets,6447610,23484225,29931835,RS,,,,,,ESPN,,2450000
2014,11/1/13,Fri,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Spurs,Lakers,2277550,18351929,20629479,RS,,,,,,ESPN,,2180000
2013,11/2/12,Fri,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Clippers,Lakers,18351929,18351929,36703858,RS,,,,,,ESPN,,3062000
2013,11/2/12,Fri,0,0.833333333,8,0.5,3,1,0,0,0,0,0,0,0,Heat,Knicks,6447610,23484225,29931835,RS,,,,,,ESPN,,2783000
2014,11/6/13,Wed,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Mavs,Thunder,7206144,1390835,8596979,RS,,,,,,ESPN,,2150000
2014,11/6/13,Wed,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Bulls,Pacers,9912730,2336237,12248967,RS,,,,,,ESPN,,1960000
2013,11/7/12,Wed,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Spurs,Clippers,2277550,18351929,20629479,RS,,,,,,ESPN,,1336000
2013,11/7/12,Wed,0,0.833333333,8,0.5,3,1,0,0,0,0,0,0,0,Sixers,Hornets,7146706,1467880,8614586,RS,,,,,,ESPN,,1065000
2014,11/7/13,Thu,0,0.791666667,7,1.5,3,1,0,1,0,0,0,1,0,Clippers,Heat,18351929,6447610,24799539,RS,,,,,,TNT,,2400000
2014,11/7/13,Thu,0,0.895833333,9.5,1,3,1,0,1,0,0,0,1,0,Lakers,Rockets,18351929,6508323,24860252,RS,,,,,,TNT,,2320000
2013,11/8/12,Thu,0,0.833333333,8,0.5,3,1,0,0,0,0,0,1,0,Thunder,Bulls,1390835,9912730,11303565,RS,,,,,,TNT,,1848000
2013,11/8/12,Thu,0,0.9375,10.5,2,4,1,0,0,0,0,0,1,0,Clippers,Blazers,18351929,3022178,21374107,RS,,,,,,TNT,,1407000
2013,11/9/12,Fri,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Jazz,Nuggets,2389225,3277309,5666534,RS,,,,,,ESPN,,1050000
2014,11/13/13,Wed,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Thunder,Clippers,1390835,18351929,19742764,RS,,,,,,ESPN,,1750000
2014,11/13/13,Wed,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Knicks,Hawks,23484225,6162195,29646420,RS,,,,,,ESPN,,1600000
2013,11/14/12,Wed,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Heat,Clippers,6447610,18351929,24799539,RS,,,,,,ESPN,,2241000
2013,11/14/12,Wed,0,0.833333333,8,0.5,3,1,0,0,0,0,0,0,0,Grizzlies,Thunder,1369006,1390835,2759841,RS,,,,,,ESPN,,1679000
2014,11/14/13,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,1,0,Rockets,Knicks,6508323,23484225,29992548,RS,,,,,,TNT,,2050000
2014,11/14/13,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,1,0,Thunder,Warriors,1390835,8469854,9860689,RS,,,,,,TNT,,1820000
2013,11/15/12,Thu,0,0.9375,10.5,2,4,1,0,0,0,0,0,1,0,Heat,Nuggets,6447610,3277309,9724919,RS,,,,,,TNT,,1590000
2013,11/15/12,Thu,0,0.833333333,8,0.5,3,1,0,0,0,0,0,1,0,Celtics,Nets,8041303,23484225,31525528,RS,,,,,,TNT,,1408000
2014,11/15/13,Fri,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Pistons,Kings,5314163,2482660,7796823,RS,,,,,,ESPN,,1350000
2014,11/15/13,Fri,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Wolves,Nuggets,3797883,3277309,7075192,RS,,,,,,ESPN,,1280000
2013,11/16/12,Fri,0,0.895833333,9.5,1,3,1,0,0,0,0,0,0,0,Knicks,Grizzlies,23484225,1369006,24853231,RS,,,,,,ESPN,,2040000
2013,11/16/12,Fri,0,0.791666667,7,1.5,3,1,0,0,0,0,0,0,0,Jazz,Sixers,2389225,7146706,9535931,RS,,,,,,ESPN,,1101000
2014,11/20/13,Wed,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Rockets,Mavs,6508323,7206144,13714467,RS,,,,,,ESPN,,2070000
2014,11/20/13,Wed,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Pacers,Knicks,2336237,23484225,25820462,RS,,,,,,ESPN,,1800000
2013,11/21/12,Wed,0,0.8125,7.5,1,3,1,0,0,0,0,0,0,0,Clippers,Thunder,18351929,1390835,19742764,RS,,,,,,ESPN,,2136000
2014,11/21/13,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,1,0,Clippers,Thunder,18351929,1390835,19742764,RS,,,,,,TNT,,1900000
2014,11/21/13,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,1,0,Bulls,Nuggets,9912730,3277309,13190039,RS,,,,,,TNT,,1470000
2014,11/22/13,Fri,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Warriors,Lakers,8469854,18351929,26821783,RS,,,,,,ESPN,,1670000
2014,11/22/13,Fri,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Spurs,Grizzlies,2277550,1369006,3646556,RS,,,,,,ESPN,,1400000
2013,11/26/12,Mon,0,0.802083333,7.25,1.25,3,1,0,0,0,0,0,1,0,Knicks,Nets,23484225,23484225,46968450,RS,,,,,,TNT,,1783000
2014,11/27/13,Wed,0,0.8125,7.5,1,3,1,0,1,0,0,0,0,0,Heat,Cavs,6447610,3501538,9949148,RS,,,,,,ESPN,,1860000
2013,11/29/12,Thu,0,0.833333333,8,0.5,3,1,0,0,0,0,0,1,0,Spurs,Heat,2277550,6447610,8725160,RS,,,,,,TNT,,1984000
2013,11/29/12,Thu,0,0.9375,10.5,2,4,1,0,0,0,0,0,1,0,Nuggets,Warriors,3277309,8469854,11747163,RS,,,,,,TNT,,1208000
2013,11/30/12,Fri,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Nuggets,Lakers,3277309,18351929,21629238,RS,,,,,,ESPN,,1595000
2013,12/5/12,Wed,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Mavs,Clippers,7206144,18351929,25558073,RS,,,,,,ESPN,,1393000
2013,12/5/12,Wed,0,0.833333333,8,0.5,3,1,0,0,0,0,0,0,0,Nuggets,Hawks,3277309,6162195,9439504,RS,,,,,,ESPN,,1060000
2014,12/5/13,Thu,0,0.895833333,9.5,1,3,1,0,1,0,0,0,1,0,Heat,Bulls,6447610,9912730,16360340,RS,,,,,,TNT,,2090000
2014,12/5/13,Thu,0,0.791666667,7,1.5,3,1,0,1,0,0,0,1,0,Knicks,Nets,23484225,23484225,46968450,RS,,,,,,TNT,,1490000
2013,12/6/12,Thu,0,0.833333333,8,0.5,3,1,0,0,0,0,0,1,0,Knicks,Heat,23484225,6447610,29931835,RS,,,,,,TNT,,2696000
2013,12/6/12,Thu,0,0.9375,10.5,2,4,1,0,0,0,0,0,1,0,Mavs,Suns,7206144,4398762,11604906,RS,,,,,,TNT,,1189000
2014,12/6/13,Fri,0,0.8125,7.5,1,3,1,0,1,0,0,0,0,0,Nuggets,Celtics,3277309,8041303,11318612,RS,,,,,,ESPN,,1060000
2013,12/7/12,Fri,0,0.895833333,9.5,1,3,1,0,0,0,0,0,0,0,Lakers,Thunder,18351929,1390835,19742764,RS,,,,,,ESPN,,2660000
2013,12/7/12,Fri,0,0.791666667,7,1.5,3,1,0,0,0,0,0,0,0,Celtics,Sixers,8041303,7146706,15188009,RS,,,,,,ESPN,,1408000
2013,12/11/12,Tue,0,0.895833333,9.5,1,3,1,0,0,0,0,0,0,0,Clippers,Bulls,18351929,9912730,28264659,RS,,,,,,ESPN,,2020000
2013,12/11/12,Tue,0,0.791666667,7,1.5,3,1,0,0,0,0,0,0,0,Knicks,Nets,23484225,23484225,46968450,RS,,,,,,ESPN,,1712000
2014,12/11/13,Wed,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Bulls,Knicks,9912730,23484225,33396955,RS,,,,,,ESPN,,1510000
2014,12/11/13,Wed,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Mavs,Warriors,7206144,8469854,15675998,RS,,,,,,ESPN,,1490000
2013,12/12/12,Wed,0,0.833333333,8,0.5,3,1,0,0,0,0,0,0,0,Mavs,Celtics,7206144,8041303,15247447,RS,,,,,,ESPN,,1727000
2013,12/12/12,Wed,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Spurs,Jazz,2277550,2389225,4666775,RS,,,,,,ESPN,,1523000
2014,12/12/13,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,1,0,Rockets,Blazers,6508323,3022178,9530501,RS,,,,,,TNT,,1340000
2014,12/12/13,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,1,0,Clippers,Nets,18351929,23484225,41836154,RS,,,,,,TNT,,1240000
2013,12/13/12,Thu,0,0.833333333,8,0.5,3,1,0,0,0,0,0,1,0,Lakers,Knicks,18351929,23484225,41836154,RS,,,,,,TNT,,3046000
2013,12/13/12,Thu,0,0.9375,10.5,2,4,1,0,0,0,0,0,1,0,Spurs,Blazers,2277550,3022178,5299728,RS,,,,,,TNT,,1322000
2014,12/13/13,Fri,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Lakers,Thunder,18351929,1390835,19742764,RS,,,,,,ESPN,,1750000
2014,12/13/13,Fri,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Rockets,Warriors,6508323,8469854,14978177,RS,,,,,,ESPN,,1750000
2013,12/14/12,Fri,0,0.833333333,8,0.5,3,1,0,0,0,0,0,0,0,Celtics,Rockets,8041303,6508323,14549626,RS,,,,,,ESPN,,1423000
2013,12/14/12,Fri,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Grizzlies,Nuggets,1369006,3277309,4646315,RS,,,,,,ESPN,,1287000
2014,12/18/13,Wed,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Pacers,Heat,2336237,6447610,8783847,RS,,,,,,ESPN,,2780000
2014,12/18/13,Wed,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Bulls,Rockets,9912730,6508323,16421053,RS,,,,,,ESPN,,1970000
2013,12/19/12,Wed,0,0.791666667,7,1.5,3,1,0,0,0,0,0,0,0,Nets,Knicks,23484225,23484225,46968450,RS,,,,,,ESPN,,1677000
2013,12/19/12,Wed,0,0.895833333,9.5,1,3,1,0,0,0,0,0,0,0,Bucks,Grizzlies,2040498,1369006,3409504,RS,,,,,,ESPN,,1223000
2014,12/19/13,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Bulls,Thunder,9912730,1390835,11303565,RS,,,,,,TNT,,1770000
2014,12/19/13,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Spurs,Warriors,2277550,8469854,10747404,RS,,,,,,TNT,,1550000
2013,12/20/12,Thu,0,0.895833333,9.5,1,3,1,0,0,0,0,0,0,1,Heat,Mavs,6447610,7206144,13653754,RS,,,,,,TNT,,1998000
2013,12/20/12,Thu,0,0.791666667,7,1.5,3,1,0,0,0,0,0,0,1,Thunder,Wolves,1390835,3797883,5188718,RS,,,,,,TNT,,1682000
2014,12/20/13,Fri,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Rockets,Pacers,6508323,2336237,8844560,RS,,,,,,ESPN,,1700000
2014,12/20/13,Fri,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Wolves,Lakers,3797883,18351929,22149812,RS,,,,,,ESPN,,1380000
