Year,Date,Day,Holiday,Clock,Time,AwayPrime,Window,Past7,NBAPlay,NHLReg,NHLPlay,MLBReg,MLBPlay,NFL,CF,Away,Home,AwayPop,HomePop,Market,Round,Game,WT,LT,Dif,Leverage,TV,Rating,Viewers
2012,2/29/12,Wed,0,0.875,9,0.5,3,1,0,1,0,0,0,0,0,Bulls,Spurs,9912730,2277550,12190280,RS,,,,,,ESPN,,1601000
2012,3/1/12,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Heat,Blazers,6447610,3022178,9469788,RS,,,,,,TNT,,2136000
2012,3/1/12,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Thunder,Magic,1390835,2975658,4366493,RS,,,,,,TNT,,2027000
2013,3/1/13,Fri,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Grizzlies,Heat,1369006,6447610,7816616,RS,,,,,,ESPN,,2002000
2013,3/1/13,Fri,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Thunder,Nuggets,1390835,3277309,4668144,RS,,,,,,ESPN,,1988000
2012,3/2/12,Fri,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Clippers,Suns,18351929,4398762,22750691,RS,,,,,,ESPN,,1339000
2012,3/2/12,Fri,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Warriors,Sixers,8469854,7146706,15616560,RS,,,,,,ESPN,,1063000
2014,3/2/14,Sun,0,0.541666667,1,7.5,1,0,0,1,0,0,0,0,0,Knicks,Bulls,23484225,9912730,33396955,RS,,,,,,ABC,,2600000
2013,3/3/13,Sun,0,0.645833333,3.5,5,1,0,0,1,0,0,0,0,0,Thunder,Clippers,1390835,18351929,19742764,RS,,,,,,ABC,,4228000
2013,3/3/13,Sun,0,0.541666667,1,7.5,1,0,0,1,0,0,0,0,0,Heat,Knicks,6447610,23484225,29931835,RS,,,,,,ABC,,4086000
2013,3/3/13,Sun,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Bulls,Pacers,9912730,2336237,12248967,RS,,,,,,ESPN,,1665000
2012,3/4/12,Sun,0,0.645833333,3.5,5,1,0,0,1,0,0,0,0,0,Heat,Lakers,6447610,18351929,24799539,RS,,,,,,ABC,,6997000
2012,3/4/12,Sun,0,0.541666667,1,7.5,1,0,0,1,0,0,0,0,0,Knicks,Celtics,23484225,8041303,31525528,RS,,,,,,ABC,,4996000
2012,3/4/12,Sun,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Bulls,Sixers,9912730,7146706,17059436,RS,,,,,,ESPN,,2276000
2012,3/4/12,Sun,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Nuggets,Spurs,3277309,2277550,5554859,RS,,,,,,ESPN,,1867000
2013,3/5/13,Tue,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Lakers,Thunder,18351929,1390835,19742764,RS,,,,,,TNT,,3339000
2013,3/5/13,Tue,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Celtics,Sixers,8041303,7146706,15188009,RS,,,,,,TNT,,1370000
2014,3/5/14,Wed,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Mavs,Nuggets,7206144,3277309,10483453,RS,,,,,,ESPN,,996000
2014,3/5/14,Wed,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Hawks,Blazers,6162195,3022178,9184373,RS,,,,,,ESPN,,890000
2013,3/6/13,Wed,0,0.875,9,0.5,3,1,0,1,0,0,0,0,0,Bulls,Spurs,9912730,2277550,12190280,RS,,,,,,ESPN,,1432000
2014,3/6/14,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Heat,Spurs,6447610,2277550,8725160,RS,,,,,,TNT,,2630000
2014,3/6/14,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Clippers,Lakers,18351929,18351929,36703858,RS,,,,,,TNT,,1700000
2013,3/7/13,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Thunder,Knicks,1390835,23484225,24875060,RS,,,,,,TNT,,2736000
2013,3/7/13,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Clippers,Nuggets,18351929,3277309,21629238,RS,,,,,,TNT,,1733000
2014,3/7/14,Fri,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Pacers,Rockets,2336237,6508323,8844560,RS,,,,,,ESPN,,1780000
2014,3/7/14,Fri,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Grizzlies,Bulls,1369006,9912730,11281736,RS,,,,,,ESPN,,1080000
2012,3/8/12,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Magic,Bulls,2975658,9912730,12888388,RS,,,,,,TNT,,2098000
2012,3/8/12,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Mavs,Suns,7206144,4398762,11604906,RS,,,,,,TNT,,1300000
2013,3/8/13,Fri,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Rockets,Warriors,6508323,8469854,14978177,RS,,,,,,ESPN,,1655000
2013,3/8/13,Fri,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Hawks,Celtics,6162195,8041303,14203498,RS,,,,,,ESPN,,1527000
2014,3/9/14,Sun,0,0.541666667,1,7.5,1,0,0,1,0,0,0,0,0,Heat,Bulls,6447610,9912730,16360340,RS,,,,,,ABC,,3380000
2014,3/9/14,Sun,0,0.645833333,3.5,5,1,0,0,1,0,0,0,0,0,Thunder,Lakers,1390835,18351929,19742764,RS,,,,,,ABC,,3380000
2013,3/10/13,Sun,0,0.645833333,3.5,5,1,0,0,1,0,0,0,0,0,Bulls,Lakers,9912730,18351929,28264659,RS,,,,,,ABC,,4064000
2013,3/10/13,Sun,0,0.541666667,1,7.5,1,0,0,1,0,0,0,0,0,Celtics,Thunder,8041303,1390835,9432138,RS,,,,,,ABC,,2902000
2012,3/11/12,Sun,0,0.645833333,3.5,5,1,0,0,1,0,0,0,0,0,Celtics,Lakers,8041303,18351929,26393232,RS,,,,,,ABC,,4049000
2012,3/12/12,Mon,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Knicks,Bulls,23484225,9912730,33396955,RS,,,,,,ESPN,,3028000
2012,3/12/12,Mon,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Celtics,Clippers,8041303,18351929,26393232,RS,,,,,,ESPN,,2386000
2014,3/12/14,Wed,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Blazers,Spurs,3022178,2277550,5299728,RS,,,,,,ESPN,,1750000
2014,3/12/14,Wed,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Nets,Heat,23484225,6447610,29931835,RS,,,,,,ESPN,,1630000
2013,3/13/13,Wed,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Knicks,Nuggets,23484225,3277309,26761534,RS,,,,,,ESPN,,1422000
2013,3/13/13,Wed,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Jazz,Thunder,2389225,1390835,3780060,RS,,,,,,ESPN,,1401000
2014,3/13/14,Thu,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Lakers,Thunder,18351929,1390835,19742764,RS,,,,,,TNT,,1580000
2014,3/13/14,Thu,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Rockets,Bulls,6508323,9912730,16421053,RS,,,,,,TNT,,1200000
2012,3/14/12,Wed,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Heat,Bulls,6447610,9912730,16360340,RS,,,,,,ESPN,,3224000
2012,3/14/12,Wed,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Sixers,Pacers,7146706,2336237,9482943,RS,,,,,,ESPN,,1289000
2013,3/14/13,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Mavs,Spurs,7206144,2277550,9483694,RS,,,,,,TNT,,1461000
2013,3/14/13,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Knicks,Blazers,23484225,3022178,26506403,RS,,,,,,TNT,,1355000
2012,3/16/12,Fri,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Spurs,Thunder,2277550,1390835,3668385,RS,,,,,,ESPN,,1195000
2012,3/16/12,Fri,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Heat,Sixers,6447610,7146706,13594316,RS,,,,,,ESPN,,1001000
2014,3/16/14,Sun,0,0.645833333,3.5,5,1,0,0,1,0,0,0,0,0,Rockets,Heat,6508323,6447610,12955933,RS,,,,,,ABC,,3270000
2013,3/17/13,Sun,0,0.645833333,3.5,5,1,0,0,1,0,0,0,0,0,Knicks,Clippers,23484225,18351929,41836154,RS,,,,,,ABC,,2580000
2014,3/17/14,Mon,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Thunder,Bulls,1390835,9912730,11303565,RS,,,,,,ESPN,,1520000
2014,3/17/14,Mon,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Clippers,Nuggets,18351929,3277309,21629238,RS,,,,,,ESPN,,1430000
2012,3/18/12,Sun,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Magic,Heat,2975658,6447610,9423268,RS,,,,,,ESPN,,1949000
2012,3/18/12,Sun,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Blazers,Thunder,3022178,1390835,4413013,RS,,,,,,ESPN,,1359000
2013,3/18/13,Mon,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Heat,Celtics,6447610,8041303,14488913,RS,,,,,,ESPN,,3787000
2013,3/18/13,Mon,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Knicks,Jazz,23484225,2389225,25873450,RS,,,,,,ESPN,,1596000
2012,3/19/12,Mon,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Bulls,Magic,9912730,2975658,12888388,RS,,,,,,TNT,,1748000
2012,3/19/12,Mon,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Mavs,Nuggets,7206144,3277309,10483453,RS,,,,,,TNT,,1458000
2014,3/19/14,Wed,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Pacers,Knicks,2336237,23484225,25820462,RS,,,,,,ESPN,,1680000
2014,3/19/14,Wed,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Spurs,Lakers,2277550,18351929,20629479,RS,,,,,,ESPN,,1500000
2013,3/20/13,Wed,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Nets,Mavs,23484225,7206144,30690369,RS,,,,,,ESPN,,983000
2012,3/21/12,Wed,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Lakers,Mavs,18351929,7206144,25558073,RS,,,,,,ESPN,,2520000
2012,3/21/12,Wed,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Knicks,Sixers,23484225,7146706,30630931,RS,,,,,,ESPN,,1921000
2012,3/23/12,Fri,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Celtics,Sixers,8041303,7146706,15188009,RS,,,,,,ESPN,,879000
2012,3/23/12,Fri,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Nuggets,Jazz,3277309,2389225,5666534,RS,,,,,,ESPN,,729000
2012,3/25/12,Sun,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Thunder,Heat,1390835,6447610,7838445,RS,,,,,,ESPN,,3517000
2012,3/25/12,Sun,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Grizzlies,Lakers,1369006,18351929,19720935,RS,,,,,,ESPN,,2637000
2013,3/25/13,Mon,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Heat,Magic,6447610,2975658,9423268,RS,,,,,,ESPN,,1920000
2014,3/25/14,Tue,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Thunder,Mavs,1390835,7206144,8596979,RS,,,,,,TNT,,1740000
2014,3/25/14,Tue,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Knicks,Lakers,23484225,18351929,41836154,RS,,,,,,TNT,,1440000
2013,3/26/13,Tue,0,0.895833333,9.5,1,3,1,0,1,0,0,0,0,0,Clippers,Mavs,18351929,7206144,25558073,RS,,,,,,TNT,,1629000
2013,3/26/13,Tue,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Knicks,Celtics,23484225,8041303,31525528,RS,,,,,,TNT,,1458000
2014,3/26/14,Wed,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Heat,Pacers,6447610,2336237,8783847,RS,,,,,,ESPN,,3350000
2014,3/26/14,Wed,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Grizzlies,Jazz,1369006,2389225,3758231,RS,,,,,,ESPN,,1280000
2013,3/27/13,Wed,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Heat,Bulls,6447610,9912730,16360340,RS,,,,,,ESPN,,3896000
2013,3/27/13,Wed,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Nets,Blazers,23484225,3022178,26506403,RS,,,,,,ESPN,,1516000
2012,3/28/12,Wed,0,0.791666667,7,1.5,3,1,0,1,0,0,0,0,0,Magic,Knicks,2975658,23484225,26459883,RS,,,,,,ESPN,,1382000
2012,3/29/12,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Thunder,Lakers,1390835,18351929,19742764,RS,,,,,,TNT,,3486000
2012,3/29/12,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Mavs,Heat,7206144,6447610,13653754,RS,,,,,,TNT,,2799000
2012,3/30/12,Fri,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,0,Blazers,Clippers,3022178,18351929,21374107,RS,,,,,,ESPN,,1604000
2012,3/30/12,Fri,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Mavs,Magic,7206144,2975658,10181802,RS,,,,,,ESPN,,1248000
2012,4/1/12,Sun,0,0.645833333,3.5,5,1,0,0,1,0,0,0,0,0,Celtics,Heat,8041303,6447610,14488913,RS,,,,,,ABC,,4241000
2012,4/1/12,Sun,0,0.541666667,1,7.5,1,0,0,1,0,0,0,0,0,Bulls,Thunder,9912730,1390835,11303565,RS,,,,,,ABC,,2869000
2014,4/1/14,Tue,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Blazers,Lakers,3022178,18351929,21374107,RS,,,,,,TNT,,1180000
2014,4/1/14,Tue,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Rockets,Nets,6508323,23484225,29992548,RS,,,,,,TNT,,1130000
2013,4/2/13,Tue,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Knicks,Heat,23484225,6447610,29931835,RS,,,,,,TNT,,2726000
2013,4/2/13,Tue,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Mavs,Lakers,7206144,18351929,25558073,RS,,,,,,TNT,,2312000
2014,4/2/14,Wed,0,0.791666667,7,1.5,3,1,0,1,0,1,0,0,0,Nets,Knicks,23484225,23484225,46968450,RS,,,,,,ESPN,,1190000
2013,4/3/13,Wed,0,0.791666667,7,1.5,3,1,0,1,0,1,0,0,0,Knicks,Hawks,23484225,6162195,29646420,RS,,,,,,ESPN,,997000
2014,4/3/14,Thu,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Spurs,Thunder,2277550,1390835,3668385,RS,,,,,,TNT,,1940000
2014,4/3/14,Thu,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Mavs,Clippers,7206144,18351929,25558073,RS,,,,,,TNT,,1440000
2012,4/4/12,Wed,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,0,Thunder,Heat,1390835,6447610,7838445,RS,,,,,,ESPN2,,2977000
2012,4/4/12,Wed,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Lakers,Clippers,18351929,18351929,36703858,RS,,,,,,ESPN,,2421000
2013,4/4/13,Thu,0,0.895833333,9.5,1,3,1,0,1,0,1,0,0,0,Spurs,Thunder,2277550,1390835,3668385,RS,,,,,,TNT,,1934000
2013,4/4/13,Thu,0,0.791666667,7,1.5,3,1,0,1,0,1,0,0,0,Bulls,Nets,9912730,23484225,33396955,RS,,,,,,TNT,,1056000
2014,4/4/14,Fri,0,0.895833333,9.5,1,3,1,0,1,0,1,0,0,0,Thunder,Rockets,1390835,6508323,7899158,RS,,,,,,ESPN,,1750000
2014,4/4/14,Fri,0,0.791666667,7,1.5,3,1,0,1,0,1,0,0,0,Nuggets,Grizzlies,3277309,1369006,4646315,RS,,,,,,ESPN,,800000
2012,4/5/12,Thu,0,0.895833333,9.5,1,3,1,0,1,0,1,0,0,0,Celtics,Bulls,8041303,9912730,17954033,RS,,,,,,TNT,,2151000
2012,4/5/12,Thu,0,0.791666667,7,1.5,3,1,0,1,0,1,0,0,0,Knicks,Magic,23484225,2975658,26459883,RS,,,,,,TNT,,1398000
2013,4/5/13,Fri,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Heat,Bobcats,6447610,2493040,8940650,RS,,,,,,ESPN,,1254000
2013,4/5/13,Fri,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Rockets,Blazers,6508323,3022178,9530501,RS,,,,,,ESPN,,1152000
2013,4/6/13,Sat,0,0.8125,7.5,1,3,1,0,1,0,1,0,0,0,Sixers,Heat,7146706,6447610,13594316,RS,,,,,,ESPN,,638000
2014,4/6/14,Sun,0,0.645833333,3.5,5,1,0,0,1,0,1,0,0,0,Lakers,Clippers,18351929,18351929,36703858,RS,,,,,,ABC,,3980000
2014,4/6/14,Sun,0,0.541666667,1,7.5,1,0,0,1,0,1,0,0,0,Knicks,Heat,23484225,6447610,29931835,RS,,,,,,ABC,,3020000
2012,4/7/12,Sat,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Nuggets,Warriors,3277309,8469854,11747163,RS,,,,,,ESPN,,1047000
2012,4/7/12,Sat,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Magic,Sixers,2975658,7146706,10122364,RS,,,,,,ESPN,,1037000
2013,4/7/13,Sun,0,0.645833333,3.5,5,1,0,0,1,0,1,0,0,0,Lakers,Clippers,18351929,18351929,36703858,RS,,,,,,ABC,,4325000
2013,4/7/13,Sun,0,0.541666667,1,7.5,1,0,0,1,0,1,0,0,0,Knicks,Thunder,23484225,1390835,24875060,RS,,,,,,ABC,,3025000
2012,4/8/12,Sun,0,0.541666667,1,7.5,1,0,0,0,0,1,0,0,0,Bulls,Knicks,9912730,23484225,33396955,RS,,,,,,ABC,,3447000
2014,4/8/14,Tue,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Nets,Heat,23484225,6447610,29931835,RS,,,,,,TNT,,1790000
2014,4/8/14,Tue,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Rockets,Lakers,6508323,18351929,24860252,RS,,,,,,TNT,,1250000
2012,4/9/12,Mon,0,0.875,9,0.5,3,1,0,0,0,1,0,0,0,Suns,Wolves,4398762,3797883,8196645,RS,,,,,,ESPN2,,643000
2014,4/9/14,Wed,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Heat,Grizzlies,6447610,1369006,7816616,RS,,,,,,ESPN,,1960000
2014,4/9/14,Wed,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Thunder,Clippers,1390835,18351929,19742764,RS,,,,,,ESPN,,1940000
2012,4/10/12,Tue,0,0.895833333,9.5,1,3,1,0,0,0,1,0,0,0,Knicks,Bulls,23484225,9912730,33396955,RS,,,,,,ESPN,,2834000
2012,4/10/12,Tue,0,0.791666667,7,1.5,3,1,0,0,0,1,0,0,0,Celtics,Heat,8041303,6447610,14488913,RS,,,,,,ESPN,,2405000
2013,4/10/13,Wed,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Spurs,Nuggets,2277550,3277309,5554859,RS,,,,,,ESPN,,1272000
2013,4/10/13,Wed,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Nets,Celtics,23484225,8041303,31525528,RS,,,,,,ESPN,,1194000
2014,4/10/14,Thu,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Spurs,Mavs,2277550,7206144,9483694,RS,,,,,,TNT,,1600000
2014,4/10/14,Thu,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Nuggets,Warriors,3277309,8469854,11747163,RS,,,,,,TNT,,1310000
2012,4/11/12,Wed,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Knicks,Bucks,23484225,2040498,25524723,RS,,,,,,ESPN,,1684000
2012,4/11/12,Wed,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Warriors,Blazers,8469854,3022178,11492032,RS,,,,,,ESPN,,1114000
2013,4/11/13,Thu,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Knicks,Bulls,23484225,9912730,33396955,RS,,,,,,TNT,,2136000
2013,4/11/13,Thu,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Thunder,Warriors,1390835,8469854,9860689,RS,,,,,,TNT,,1660000
2012,4/12/12,Thu,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Heat,Bulls,6447610,9912730,16360340,RS,,,,,,TNT,,3671000
2012,4/12/12,Thu,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Mavs,Warriors,7206144,8469854,15675998,RS,,,,,,TNT,,1358000
2012,4/13/12,Fri,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Suns,Rockets,4398762,6508323,10907085,RS,,,,,,ESPN,,1149000
2012,4/13/12,Fri,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Mavs,Blazers,7206144,3022178,10228322,RS,,,,,,ESPN,,1104000
2014,4/13/14,Sun,0,0.541666667,1,7.5,1,0,0,1,0,1,0,0,0,Thunder,Pacers,1390835,2336237,3727072,RS,,,,,,ABC,,2830000
2012,4/14/12,Sat,0,0.875,9,0.5,3,1,0,0,1,1,0,0,0,Suns,Spurs,4398762,2277550,6676312,RS,,,,,,ESPN,,888000
2013,4/14/13,Sun,0,0.541666667,1,7.5,1,0,0,1,0,1,0,0,0,Bulls,Heat,9912730,6447610,16360340,RS,,,,,,ABC,,3009000
2012,4/15/12,Sun,0,0.645833333,3.5,5,1,0,0,0,1,1,0,0,0,Mavs,Lakers,7206144,18351929,25558073,RS,,,,,,ABC,,4490000
2012,4/15/12,Sun,0,0.541666667,1,7.5,1,0,0,0,1,1,0,0,0,Heat,Knicks,6447610,23484225,29931835,RS,,,,,,ABC,,4088000
2014,4/15/14,Tue,0,0.833333333,8,0.5,3,1,0,0,0,1,0,0,0,Knicks,Nets,23484225,23484225,46968450,RS,,,,,,TNT,,1380000
2014,4/15/14,Tue,0,0.9375,10.5,2,4,1,0,0,0,1,0,0,0,Nuggets,Clippers,3277309,18351929,21629238,RS,,,,,,TNT,,1140000
2011,4/16/11,Sat,0,,3.5,5,1,0,0,0,1,1,0,0,0,Sixers,Heat,7146706,6447610,13594316,1,1,0,0,0,0.558,ABC,3,4546000
2011,4/16/11,Sat,0,,1,7.5,1,0,0,0,1,1,0,0,0,Pacers,Bulls,2336237,9912730,12248967,1,1,0,0,0,0.558,ESPN,2.4,3567000
2011,4/16/11,Sat,0,,9.5,1,3,1,0,0,1,1,0,0,0,Trailblazers,Mavericks,3022178,7206144,10228322,1,1,0,0,0,0.558,ESPN,2.1,3456000
2011,4/16/11,Sat,0,,7,1.5,3,1,0,0,1,1,0,0,0,Hawks,Magic,6162195,2975658,9137853,1,1,0,0,0,0.558,ESPN,2.1,3328000
2013,4/16/13,Tue,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Blazers,Clippers,3022178,18351929,21374107,RS,,,,,,TNT,,872000
2013,4/16/13,Tue,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Raptors,Hawks,8759312,6162195,14921507,RS,,,,,,TNT,,774000
2014,4/16/14,Wed,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Clippers,Blazers,18351929,3022178,21374107,RS,,,,,,ESPN,,1570000
2014,4/16/14,Wed,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Mavs,Grizzlies,7206144,1369006,8575150,RS,,,,,,ESPN,,1250000
2011,4/17/11,Sun,0,,7,1.5,3,1,0,0,1,1,0,0,0,Knicks,Celtics,23484225,8041303,31525528,1,1,0,0,0,0.558,TNT,3.6,5989000
2011,4/17/11,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Hornets,Lakers,1467880,18351929,19819809,1,1,0,0,0,0.558,ABC,3.7,5950000
2011,4/17/11,Sun,0,,9.5,1,3,1,0,0,1,1,0,0,0,Nuggets,Thunder,3277309,1390835,4668144,1,1,0,0,0,0.558,TNT,3.1,5038000
2011,4/17/11,Sun,0,,1,7.5,1,0,0,0,1,1,0,0,0,Grizzlies,Spurs,1369006,2277550,3646556,1,1,0,0,0,0.558,TNT,2,2836000
2012,4/17/12,Tue,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Celtics,Knicks,8041303,23484225,31525528,RS,,,,,,TNT,,2716000
2012,4/17/12,Tue,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Spurs,Lakers,2277550,18351929,20629479,RS,,,,,,TNT,,2336000
2013,4/17/13,Wed,0,0.9375,10.5,2,4,1,0,1,0,1,0,0,0,Rockets,Lakers,6508323,18351929,24860252,RS,,,,,,ESPN,,2482000
2013,4/17/13,Wed,0,0.833333333,8,0.5,3,1,0,1,0,1,0,0,0,Jazz,Grizzlies,2389225,1369006,3758231,RS,,,,,,ESPN,,1615000
2011,4/18/11,Mon,0,,9.5,1,3,1,0,0,1,1,0,0,0,Pacers,Bulls,2336237,9912730,12248967,1,2,1,0,1,0.44,TNT,3.1,4908000
2011,4/18/11,Mon,0,,7,1.5,3,1,0,0,1,1,0,0,0,Sixers,Heat,7146706,6447610,13594316,1,2,1,0,1,0.44,TNT,2.1,3402000
2012,4/18/12,Wed,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Magic,Celtics,2975658,8041303,11016961,RS,,,,,,ESPN,,1715000
2012,4/18/12,Wed,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Lakers,Warriors,18351929,8469854,26821783,RS,,,,,,ESPN,,1673000
2011,4/19/11,Tue,0,,7,1.5,3,1,1,0,1,1,0,0,0,Knicks,Celtics,23484225,8041303,31525528,1,2,1,0,1,0.44,TNT,3,4730000
2011,4/19/11,Tue,0,,9.5,1,3,1,0,0,1,1,0,0,0,Trailblazers,Mavericks,3022178,7206144,10228322,1,2,1,0,1,0.44,TNT,2.5,3846000
2011,4/19/11,Tue,0,,7.5,1,3,1,1,0,1,1,0,0,0,Hawks,Magic,6162195,2975658,9137853,1,2,1,0,1,0.44,NBA TV,0.2,274000
2012,4/19/12,Thu,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Bulls,Heat,9912730,6447610,16360340,RS,,,,,,TNT,,3417000
2012,4/19/12,Thu,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Clippers,Suns,18351929,4398762,22750691,RS,,,,,,TNT,,1972000
2011,4/20/11,Wed,0,,10.5,2,4,1,0,0,1,1,0,0,0,Hornets,Lakers,1467880,18351929,19819809,1,2,0,1,1,0.44,TNT,3.4,5352000
2011,4/20/11,Wed,0,,8,0.5,3,1,1,0,1,1,0,0,0,Nuggets,Thunder,3277309,1390835,4668144,1,2,1,0,1,0.44,TNT,2.1,3292000
2011,4/20/11,Wed,0,,8.5,0,3,1,1,0,1,1,0,0,0,Grizzlies,Spurs,1369006,2277550,3646556,1,2,1,0,1,0.44,NBA TV,0.3,536000
