Year,Date,Day,Time,WinClass,Hour,AwayPrime,Past7,Window,MLBReg,MLBPlay,NBAReg,NBAPlay,NFL,CF,Duration,Conference,Round,RoundNum,Away1,Home1,Away2,Home2,AwayPop,HomePop,Market,AmerMkt,Canada,Game,WT,LT,Dif,Lcode,Leverage,TV,Rating,Share,Viewers
2013,4/17/13,Wed,7:30,0,7,1.5,1,3,1,0,1,0,0,0,172,,RS,0,BUF,BOS,,,1213007,8041303,9254310,9254310,0,,,,,,,NBCSN,0.5,,847000
2013,4/18/13,Thu,7:30,0,7,1.5,1,3,1,0,0,0,0,0,160,,RS,0,NJ,PHI,,,23484225,7146706,30630931,30630931,0,,,,,,,NBCSN,0.2,,216000
2013,4/20/13,Sat,7:00,0,7,1.5,1,3,1,0,0,1,0,0,171,,RS,0,WAS,MTL,,,9443180,3824221,13267401,9443180,1,,,,,,,NBCSN,0.1,,113000
2013,4/22/13,Mon,7:30,0,7,1.5,1,3,1,0,0,1,0,0,,,RS,0,PHX,DET,,,4398762,5314163,9712925,9712925,0,,,,,,,NBCSN,0.1,,236000
2013,4/23/13,Tue,7:30,0,7,1.5,1,3,1,0,0,1,0,0,163,,RS,0,BOS,PHI,,,8041303,7146706,15188009,15188009,0,,,,,,,NBCSN,0.1,,180000
2013,4/24/13,Wed,7:30,0,7,1.5,1,3,1,0,0,1,0,0,158,,RS,0,LA,DET,,,18351929,5314163,23666092,23666092,0,,,,,,,NBCSN,0.3,,425000
2013,4/25/13,Thu,7:30,0,7,1.5,1,3,1,0,0,1,0,0,153,,RS,0,PIT,NJ,,,2659937,23484225,26144162,26144162,0,,,,,,,NBCSN,0.1,,151000
2013,4/27/13,Sat,7:00,0,7,1.5,1,3,1,0,0,1,0,0,155,,RS,0,BOS,WSH,DET,DAL,8041303,9443180,17484483,17484483,0,,,,,,,NBCSN,0.1,,124000
2013,4/28/13,Sun,7:00,0,7,1.5,1,3,1,0,0,1,0,0,171,,RS,0,OTT,BOS,,,1236324,8041303,9277627,8041303,1,,,,,,,NBCSN,0.2,,303000
2013,2/17/13,Sun,6:00,0,6,2.5,0,2,0,0,0,0,0,0,159,,RS,0,WAS,NYR,,,9443180,23484225,32927405,32927405,0,,,,,,,NBCSN,0.4,,609000
2013,5/25/13,Sat,17:30,0,5.5,3,0,2,1,0,0,1,0,0,169,East,SF,2,NYR,BOS,,,23484225,8041303,31525528,31525528,0,5,3,1,2,31,0.212,NBCSN,1,,1868000
2013,6/1/13,Sat,17:00,0,5,3.5,0,2,1,0,0,1,0,0,166,West,CF,3,LA,CHI,,,18351929,9912730,28264659,28264659,0,1,0,0,0,0,0.372,NBCSN,1,,1624000
2013,5/12/13,Sun,16:30,0,4.5,4,0,2,1,0,0,1,0,0,156,East,QF,1,WSH,NYR,,,9443180,23484225,32927405,32927405,0,6,3,2,1,32,0.5,CNBC,0.3,,512000
2014,5/18/14,Sun,15:00,0,3,5.5,0,1,1,0,0,1,0,0,,West,CF,3,LA,CHI,,,18351929,9912730,28264659,28264659,0,1,0,0,0,0,0.372,NBC,1.9,,3050000
2013,5/19/13,Sun,15:00,0,3,5.5,0,1,1,0,0,1,0,0,,East,SF,2,NYR,BOS,,,23484225,8041303,31525528,31525528,0,2,1,0,1,10,0.364,NBC,1.4,,2400000
2013,5/5/13,Sun,15:00,0,3,5.5,0,1,1,0,0,1,0,0,,West,QF,1,CHI,MIN,,,9912730,3797883,13710613,13710613,0,3,2,0,2,20,0.292,NBC,1.2,,1800000
2007,1/28/07,Sun,15:30,0,3,5.5,0,1,0,0,1,0,0,0,,,RS,0,COL,DET,,,3277309,5314163,8591472,8591472,0,,,,,,,NBC,1.1,2,2054192.358
2007,2/11/07,Sun,15:30,0,3,5.5,0,1,0,0,1,0,0,0,,,RS,0,COL,DAL,,,3277309,7206144,10483453,10483453,0,,,,,,,NBC,0.8,2,1494321.456
2007,2/18/07,Sun,15:30,0,3,5.5,0,1,0,0,0,0,0,0,,,RS,0,WAS,PIT,,,9443180,2659937,12103117,12103117,0,,,,,,,NBC,0.9,2,1681921.062
2008,2/10/08,Sun,15:30,0,3,5.5,0,1,0,0,1,0,0,0,,,RS,0,ANA,DET,,,18351929,5314163,23666092,23666092,0,,,,,,,NBC,0.8,2,1494321.456
2008,2/17/08,Sun,15:30,0,3,5.5,0,1,0,0,0,0,0,0,,,RS,0,DET,DAL,,,5314163,7206144,12520307,12520307,0,,,,,,,NBC,0.7,1,1305619.094
2013,1/19/13,Sat,3:00,0,3,5.5,0,1,0,0,1,0,0,0,,,RS,0,PIT,PHI,CHI,LA,2659937,7146706,9806643,9806643,0,,,,,,,NBC,1.6,,2800000
2013,1/20/13,Sun,3:00,0,3,5.5,0,1,0,0,1,0,1,0,,,RS,0,PHI,BUF,,,7146706,1213007,8359713,8359713,0,,,,,,,NBC,1.1,,1800000
2013,4/13/13,Sat,3:00,0,3,5.5,0,1,1,0,1,0,0,0,155,,RS,0,VAN,COL,,,2476145,3277309,5753454,3277309,1,,,,,,,NBCSN,0.1,,160000
2013,4/27/13,Sat,3:00,0,3,5.5,0,1,1,0,0,1,0,0,,,RS,0,NJ,NYR,,,23484225,23484225,46968450,46968450,0,,,,,,,NBC,0.4,,565000
2006,1/14/06,Sat,14:00,0,2,6.5,0,1,0,0,1,0,0,0,,,RS,0,NYR,DET,,,23484225,5314163,28798388,28798388,0,,,,,,,NBC,1.3,3,2423193.686
2006,1/21/06,Sat,14:00,0,2,6.5,0,1,0,0,1,0,0,0,,,RS,0,PHI,PIT,,,7146706,2659937,9806643,9806643,0,,,,,,,NBC,1.1,3,2054192.358
2006,1/28/06,Sat,14:00,0,2,6.5,0,1,0,0,1,0,0,0,,,RS,0,PIT,NYR,,,2659937,23484225,26144162,26144162,0,,,,,,,NBC,0.9,2,1681921.062
2006,2/4/06,Sat,14:00,0,2,6.5,0,1,0,0,1,0,0,0,,,RS,0,DET,COL,,,5314163,3277309,8591472,8591472,0,,,,,,,NBC,1,3,1868513
2006,4/8/06,Sat,14:00,0,2,6.5,0,1,1,0,1,0,0,0,,,RS,0,NYR,BOS,,,23484225,8041303,31525528,31525528,0,,,,,,,NBC,0.7,2,1305619.094
2006,4/15/06,Sat,14:00,0,2,6.5,0,1,1,0,1,0,0,0,,,RS,0,NYR,PHI,,,23484225,7146706,30630931,30630931,0,,,,,,,NBC,0.9,3,1681921.062
2007,1/13/07,Sat,14:00,0,2,6.5,0,1,0,0,1,0,0,0,,,RS,0,PIT,PHI,,,2659937,7146706,9806643,9806643,0,,,,,,,NBC,1.1,3,2054192.358
2008,2/3/08,Sun,14:00,0,2,6.5,0,1,0,0,1,0,0,0,,,RS,0,NYR,MTL,,,23484225,3824221,27308446,23484225,1,,,,,,,NBC,0.8,2,1494321.456
2013,5/18/13,Sat,13:00,0,1,7.5,0,1,1,0,0,1,0,0,,West,SF,2,DET,CHI,,,5314163,9912730,15226893,15226893,0,2,1,0,1,10,0.364,NBC,1.1,,1700000
2007,4/8/07,Sun,13:00,0,1,7.5,0,1,1,0,1,0,0,0,,,RS,0,BUF,PHI,,,1213007,7146706,8359713,8359713,0,,,,,,,NBC,0.9,2,1681921.062
2008,1/1/08,Tue,13:00,1,1,7.5,0,1,0,0,0,0,0,1,,,RS,0,PIT,BUF,,,2659937,1213007,3872944,3872944,0,,,,,,,NBC,2.2,-,4063630.184
2009,1/1/09,Thu,13:00,1,1,7.5,0,1,0,0,0,0,0,1,,,RS,0,DET,CHI,,,5314163,9912730,15226893,15226893,0,,,,,,,NBC,2.5,5,4611131.75
2013,2/17/13,Sun,1:30,0,1,7.5,0,1,0,0,0,0,0,0,,,RS,0,LA,CHI,,,18351929,9912730,28264659,28264659,0,,,,,,,NBC,1.2,,1800000
2013,5/4/13,Sat,12:30,0,0.5,8,0,1,1,0,0,1,0,0,,East,QF,1,NYR,WSH,,,23484225,9443180,32927405,32927405,0,2,1,0,1,10,0.364,NBC,0.9,,1200000
2007,3/4/07,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,COL,DET,,,3277309,5314163,8591472,8591472,0,,,,,,,NBC,1.2,3,2239054.224
2007,3/11/07,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,BOS,DET,,,8041303,5314163,13355466,13355466,0,,,,,,,NBC,0.7,2,1305619.094
2007,3/25/07,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,BOS,PIT,,,8041303,2659937,10701240,10701240,0,,,,,,,NBC,1,3,1868513
2007,4/1/07,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,DET,CBJ,,,5314163,2370839,7685002,7685002,0,,,,,,,NBC,0.7,2,1305619.094
2008,1/20/08,Sun,12:30,0,0,8.5,0,1,0,0,1,0,1,0,,,RS,0,BOS,NYR,,,8041303,23484225,31525528,31525528,0,,,,,,,NBC,0.8,2,1494321.456
2008,3/2/08,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,PHI,NYR,,,7146706,23484225,30630931,30630931,0,,,,,,,NBC,0.8,2,1494321.456
2008,3/9/08,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,PIT,WAS,,,2659937,9443180,12103117,12103117,0,,,,,,,NBC,0.8,2,1494321.456
2008,3/30/08,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,NYR,PIT,,,23484225,2659937,26144162,26144162,0,,,,,,,NBC,0.7,2,1305619.094
2008,4/6/08,Sun,12:30,0,0,8.5,0,1,1,0,1,0,0,0,,,RS,0,CHI,DET,,,9912730,5314163,15226893,15226893,0,,,,,,,NBC,0.6,2,1115718.888
2009,1/18/09,Sun,12:30,0,0,8.5,0,1,0,0,1,0,1,0,,,RS,0,NYR,PIT,,,23484225,2659937,26144162,26144162,0,,,,,,,NBC,1,2,1868513
2009,2/8/09,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,DET,PIT,,,5314163,2659937,7974100,7974100,0,,,,,,,NBC,0.9,2,1681921.062
2009,2/15/09,Sun,12:30,0,0,8.5,0,1,0,0,0,0,0,0,,,RS,0,PHI,NYR,,,7146706,23484225,30630931,30630931,0,,,,,,,NBC,0.7,2,1305619.094
2009,2/22/09,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,PIT,WAS,,,2659937,9443180,12103117,12103117,0,,,,,,,NBC,0.9,2,1681921.062
2009,3/8/09,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,BOS,NYR,,,8041303,23484225,31525528,31525528,0,,,,,,,NBC,0.8,2,1494321.456
2009,3/15/09,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,PHI,NYR,,,7146706,23484225,30630931,30630931,0,,,,,,,NBC,0.8,2,1494321.456
2009,3/22/09,Sun,12:30,0,0,8.5,0,1,0,0,1,0,0,0,,,RS,0,PHI,PIT,,,7146706,2659937,9806643,9806643,0,,,,,,,NBC,0.8,2,1494321.456
