Year,Date,Day,Time,Hour,AwayPrime,After7,Overlap,NHLReg,NHLPlay,NBAReg,NBAPlay,CF,NFL,Soccer,Away1,Home1,Share1,Away2,Home2,Share2,Away3,Home3,Share3,Away4,Home4,Share4,Away5,Home5,Share5,TOTAL,AwayPop,HomePop,Market,Round,Game,WT,LT,DIF,Leverage,TV,Rating,Share,KeyDemo,Viewers
2011,10/16/11,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,STL,MIL,,,,,,,,,,,,,,,2810056,2040498,4850554,LCS,6,3,2,1,0.5,TBS,3.6,,,5938000
2010,10/16/10,Sat,4:00 PM,4,4.5,0,0,1,0,0,0,1,0,0,NYY,TEX,,,,,,,,,,,,,,,23484225,7206144,30690369,LCS,2,1,0,1,0.388,TBS,3.6,,,5831000
2010,10/19/10,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,TEX,NYY,,,,,,,,,,,,,,,7206144,23484225,30690369,LCS,4,2,1,1,0.42,TBS,6.3,,,9846000
2010,10/22/10,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,NYY,TEX,,,,,,,,,,,,,,,23484225,7206144,30690369,LCS,6,3,2,1,0.5,TBS,7.2,,,11863000
2010,10/17/10,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,SF,PHI,,,,,,,,,,,,,,,8469854,7146706,15616560,LCS,2,1,0,1,0.388,FOX,5.3,,,8835000
2010,10/20/10,Wed,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,PHI,SF,,,,,,,,,,,,,,,7146706,8469854,15616560,LCS,4,2,1,1,0.42,FOX,5.7,,,9274000
2010,10/22/10,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,SF,PHI,,,,,,,,,,,,,,,8469854,7146706,15616560,LCS,6,3,2,1,0.5,FOX,6.7,,,11639000
2009,10/17/09,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,LAA,NYY,,,,,,,,,,,,,,,18351929,23484225,41836154,LCS,2,1,0,1,0.388,FOX,5.8,,,9379000
2009,10/20/09,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,NYY,LAA,,,,,,,,,,,,,,,23484225,18351929,41836154,LCS,4,2,1,1,0.42,FOX,6.7,,,10303000
2009,10/25/09,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,LAA,NYY,,,,,,,,,,,,,,,18351929,23484225,41836154,LCS,6,3,2,1,0.5,FOX,9.3,,,15481000
2009,10/16/09,Fri,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,PHI,LAD,,,,,,,,,,,,,,,7146706,18351929,25498635,LCS,2,1,0,1,0.388,TBS,2.9,,,4429000
2009,10/19/09,Mon,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,LAD,PHI,,,,,,,,,,,,,,,18351929,7146706,25498635,LCS,4,2,1,1,0.42,TBS,3.4,,,5644000
2008,10/11/08,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,BOS,TB,,,,,,,,,,,,,,,8041303,2870569,10911872,LCS,2,1,0,1,0.388,TBS,3.8,,,6089000
2008,10/14/08,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,TB,BOS,,,,,,,,,,,,,,,2870569,8041303,10911872,LCS,4,2,1,1,0.42,TBS,3.8,,,5732000
2008,10/17/08,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,BOS,TB,,,,,,,,,,,,,,,8041303,2870569,10911872,LCS,6,3,2,1,0.5,TBS,5.4,,,8928000
2008,10/10/08,Fri,4:30 PM,4.5,4,0,0,1,0,0,0,0,0,0,LAD,PHI,,,,,,,,,,,,,,,18351929,7146706,25498635,LCS,2,1,0,1,0.388,FOX,3.4,,,5022000
2008,10/13/08,Mon,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,PHI,LAD,,,,,,,,,,,,,,,7146706,18351929,25498635,LCS,4,2,1,1,0.42,FOX,5,,,7705000
2007,10/13/07,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,CLE,BOS,,,,,,,,,,,,,,,3501538,8041303,11542841,LCS,2,1,0,1,0.388,FOX,5.8,,,8789000
2007,10/16/07,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,BOS,CLE,,,,,,,,,,,,,,,8041303,3501538,11542841,LCS,4,2,1,1,0.42,FOX,8.2,,,12367000
2007,10/20/07,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,CLE,BOS,,,,,,,,,,,,,,,3501538,8041303,11542841,LCS,6,3,2,1,0.5,FOX,6.8,,,11153000
2007,10/12/07,Fri,10:00 PM,10,1.5,1,0,1,0,0,0,0,0,0,COL,ARI,,,,,,,,,,,,,,,3277309,4398762,7676071,LCS,2,1,0,1,0.388,TBS,2.2,,,3323000
2006,10/11/06,Wed,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,DET,OAK,,,,,,,,,,,,,,,5314163,8469854,13784017,LCS,2,1,0,1,0.388,FOX,6.8,,,9866000
2006,10/13/06,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,STL,NYM,,,,,,,,,,,,,,,2810056,23484225,26294281,LCS,2,1,0,1,0.388,FOX,6.1,,,9010000
2006,10/15/06,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,NYM,STL,,,,,,,,,,,,,,,23484225,2810056,26294281,LCS,4,2,1,1,0.42,FOX,5.8,,,8571000
2006,10/18/06,Wed,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,STL,NYM,,,,,,,,,,,,,,,2810056,23484225,26294281,LCS,6,3,2,1,0.5,FOX,8,,,11666000
2005,10/12/05,Wed,8:00 PM,8,0.5,1,1,1,0,0,0,0,0,0,LAA,CHW,,,,,,,,,,,,,,,18351929,9912730,28264659,LCS,2,1,0,1,0.388,FOX,9.1,,,13511000
2005,10/15/05,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,CHW,LAA,,,,,,,,,,,,,,,9912730,18351929,28264659,LCS,4,2,1,1,0.42,FOX,4.9,,,7586000
2005,10/13/05,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,HOU,STL,,,,,,,,,,,,,,,6508323,2810056,9318379,LCS,2,1,0,1,0.388,FOX,6.7,,,9906000
2005,10/16/05,Sun,4:00 PM,4,4.5,0,0,1,0,0,0,0,1,0,STL,HOU,,,,,,,,,,,,,,,2810056,6508323,9318379,LCS,4,2,1,1,0.42,FOX,6.3,,,9777000
2005,10/19/05,Wed,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,HOU,STL,,,,,,,,,,,,,,,6508323,2810056,9318379,LCS,6,3,2,1,0.5,FOX,9.4,,,14121000
2004,10/13/04,Wed,8:00 PM,8,0.5,1,1,0,0,0,0,0,0,0,BOS,NYY,,,,,,,,,,,,,,,8041303,23484225,31525528,LCS,2,1,0,1,0.388,FOX,10.1,,,15226000
2004,10/19/04,Tue,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,BOS,NYY,,,,,,,,,,,,,,,8041303,23484225,31525528,LCS,6,3,2,1,0.5,FOX,15.6,,,25088000
2004,10/14/04,Thu,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,HOU,STL,,,,,,,,,,,,,,,6508323,2810056,9318379,LCS,2,1,0,1,0.388,FOX,5.9,,,8471000
2004,10/17/04,Sun,4:00 PM,4,4.5,0,0,0,0,0,0,0,1,0,STL,HOU,,,,,,,,,,,,,,,2810056,6508323,9318379,LCS,4,2,1,1,0.42,FOX,6.7,,,10015000
2004,10/20/04,Wed,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,HOU,STL,,,,,,,,,,,,,,,6508323,2810056,9318379,LCS,6,3,2,1,0.5,FOX,7,,,10255000
2003,10/9/03,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,BOS,NYY,,,,,,,,,,,,,,,8041303,23484225,31525528,LCS,2,1,0,1,0.388,FOX,8.7,,,13154000
2003,10/13/03,Mon,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,NYY,BOS,,,,,,,,,,,,,,,23484225,8041303,31525528,LCS,4,2,1,1,0.42,FOX,11.6,,,17495000
2003,10/15/03,Wed,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,BOS,NYY,,,,,,,,,,,,,,,8041303,23484225,31525528,LCS,6,3,2,1,0.5,FOX,9.4,,,13931000
2003,10/8/03,Wed,8:00 PM,8,0.5,1,1,1,0,0,0,0,0,0,FLA,CHC,,,,,,,,,,,,,,,6447610,9912730,16360340,LCS,2,1,0,1,0.388,FOX,12,,,18433000
2003,10/11/03,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,CHC,FLA,,,,,,,,,,,,,,,9912730,6447610,16360340,LCS,4,2,1,1,0.42,FOX,7.3,,,11343000
2003,10/14/03,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,FLA,CHC,,,,,,,,,,,,,,,6447610,9912730,16360340,LCS,6,3,2,1,0.5,FOX,12.6,,,19357000
2002,10/9/02,Wed,8:00 PM,8,0.5,1,1,1,0,0,0,0,0,0,ANA,MIN,,,,,,,,,,,,,,,18351929,3797883,22149812,LCS,2,1,0,1,0.388,FOX,8.2,,,12162000
2002,10/12/02,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,MIN,ANA,,,,,,,,,,,,,,,3797883,18351929,22149812,LCS,4,2,1,1,0.42,FOX,5.6,,,8934000
2002,10/10/02,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,SF,STL,,,,,,,,,,,,,,,8469854,2810056,11279910,LCS,2,1,0,1,0.388,FOX,6.2,,,8953000
2002,10/13/02,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,STL,SF,,,,,,,,,,,,,,,2810056,8469854,11279910,LCS,4,2,1,1,0.42,FOX,6.8,,,10638000
2011,10/23/08,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,PHI,TB,,,,,,,,,,,,,,,7146706,2870569,10017275,WS,2,1,0,1,0.388,FOX,8.1,9.263,4,12777000
2011,10/26/08,Sun,8:00 PM,8,0.5,1,0,0,0,0,0,0,1,0,TB,PHI,,,,,,,,,,,,,,,2870569,7146706,10017275,WS,4,2,1,1,0.42,FOX,9.3,10.689,5.1,15479000
2011,10/25/07,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,COL,BOS,,,,,,,,,,,,,,,3277309,8041303,11318612,WS,2,1,0,1,0.388,FOX,11.1,12.489,5.3,16950000
2011,10/22/06,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,STL,DET,,,,,,,,,,,,,,,2810056,5314163,8124219,WS,2,1,0,1,0.388,FOX,11.6,12.872,5.9,18165000
2010,10/26/06,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,DET,STL,,,,,,,,,,,,,,,5314163,2810056,8124219,WS,4,2,1,1,0.42,FOX,10.4,11.639,5.1,16113000
2010,10/23/05,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,HOU,CHW,,,,,,,,,,,,,,,6508323,9912730,16421053,WS,2,1,0,1,0.388,FOX,11.1,12.19,5.7,17190000
2010,10/24/04,Sun,8:00 PM,8,0.5,1,0,0,0,0,0,0,1,0,STL,BOS,,,,,,,,,,,,,,,2810056,8041303,10851359,WS,2,1,0,1,0.388,FOX,15.9,17.39,9,25463000
2010,10/19/03,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,FLA,NYY,,,,,,,,,,,,,,,6447610,23484225,29931835,WS,2,1,0,1,0.388,FOX,12.6,13.662,7.4,20552000
2009,10/22/03,Wed,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,NYY,FLA,,,,,,,,,,,,,,,23484225,6447610,29931835,WS,4,2,1,1,0.42,FOX,13.6,14.712,7.5,20885000
2009,10/25/03,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,FLA,NYY,,,,,,,,,,,,,,,6447610,23484225,29931835,WS,6,3,2,1,0.5,FOX,13.9,15.066,7.6,23240000
2009,10/20/02,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,SF,ANA,,,,,,,,,,,,,,,8469854,18351929,26821783,WS,2,1,0,1,0.388,FOX,11.9,12.734,6.6,19368000
2009,10/23/02,Wed,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,ANA,SF,,,,,,,,,,,,,,,18351929,8469854,26821783,WS,4,2,1,1,0.42,FOX,11.8,12.547,6,18085000
2009,10/26/02,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,SF,ANA,,,,,,,,,,,,,,,8469854,18351929,26821783,WS,6,3,2,1,0.5,FOX,11.8,12.551,6.4,19221000
2008,10/28/01,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,NYY,ARI,,,,,,,,,,,,,,,23484225,4398762,27882987,WS,2,1,0,1,0.388,FOX,15,15.795,,23550000
2008,10/31/01,Wed,8:00 PM,8,0.5,1,0,1,0,1,0,0,0,0,ARI,NYY,,,,,,,,,,,,,,,4398762,23484225,27882987,WS,4,2,1,1,0.42,FOX,15.8,16.717,,23692000
2008,11/3/01,Sat,8:00 PM,8,0.5,1,0,1,0,1,0,1,0,0,NYY,ARI,,,,,,,,,,,,,,,23484225,4398762,27882987,WS,6,3,2,1,0.5,FOX,13.8,14.515,,22672000
2008,10/22/00,Sun,8:00 PM,8,0.5,1,0,0,0,0,0,0,1,0,NYM,NYY,,,,,,,,,,,,,,,23484225,23484225,46968450,WS,2,1,0,1,0.388,FOX,12.6,12.92,,19045000
2008,10/25/00,Wed,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,NYY,NYM,,,,,,,,,,,,,,,23484225,23484225,46968450,WS,4,2,1,1,0.42,FOX,12.5,12.785,,17611000
2009,10/29/09,Thu,7:57 PM,7.95,0.55,1,0,1,0,1,0,0,1,0,PHI,NY,,,,,,,,,,,,,,,7146706,23484225,30630931,WS,2,1,0,1,0.388,Fox,11.7,19,,18900000
2009,11/1/09,Sun,8:20 PM,8.333333333,0.166666667,1,0,1,0,1,0,0,1,0,NY,PHI,,,,,,,,,,,,,,,23484225,7146706,30630931,WS,4,2,1,1,0.42,Fox,13.5,22,,22800000
2009,11/4/09,Wed,7:57 PM,7.95,0.55,1,0,1,0,1,0,0,0,0,PHI,NY,,,,,,,,,,,,,,,7146706,23484225,30630931,WS,6,3,2,1,0.5,Fox,13.4,22,,22300000
2010,10/28/10,Thu,7:57 PM,7.95,0.55,1,0,1,0,1,0,0,1,0,TEX,SF,,,,,,,,,,,,,,,7206144,8469854,15675998,WS,2,1,0,1,0.388,Fox,8.5,14,,14130000
2010,10/31/10,Sun,8:22 PM,8.366666667,0.133333333,1,0,0,0,1,0,0,1,0,SF,TEX,,,,,,,,,,,,,,,8469854,7206144,15675998,WS,4,2,1,1,0.42,Fox,9,15,,15537000
2011,10/20/11,Thu,8:05 PM,8.083333333,0.416666667,1,0,1,0,0,0,0,1,0,TEX,STL,,,,,,,,,,,,,,,7206144,2810056,10016200,WS,2,1,0,1,0.388,Fox,8.9,14,,14300000
2011,10/23/11,Sun,8:05 PM,8.083333333,0.416666667,1,0,1,0,0,0,0,1,0,STL,TEX,,,,,,,,,,,,,,,2810056,7206144,10016200,WS,4,2,1,1,0.42,Fox,9.2,14,,15200000
2011,10/27/11,Thu,8:05 PM,8.083333333,0.416666667,1,0,1,0,0,0,0,1,0,TEX,STL,,,,,,,,,,,,,,,7206144,2810056,10016200,WS,6,3,2,1,0.5,Fox,12.7,21,,21100000
2012,10/8/12,Mon,8:07 PM,8.116666667,0.383333333,1,0,0,0,0,0,0,1,0,NY,BAL,,,,,,,,,,,,,,,23484225,2770738,26254963,LDS,2,1,0,1,0.388,TBS,,,,4200000
2012,10/11/12,Thu,7:37 PM,7.616666667,0.883333333,1,0,0,0,0,0,0,1,0,BAL,NY,,,,,,,,,,,,,,,2770738,23484225,26254963,LDS,4,2,1,1,0.42,TBS,,,,5100000
2012,10/14/12,Sun,4:07 PM,4.116666667,4.383333333,0,0,0,0,0,0,0,1,0,DET,NYY,,,,,,,,,,,,,,,5314163,23484225,28798388,LCS,2,1,0,1,0.388,TBS,3.1,,,5000000
2012,10/18/12,Thu,8:07 PM,8.116666667,0.383333333,1,0,0,0,0,0,0,1,0,SF,STL,,,,,,,,,,,,,,,8469854,2810056,11279910,LCS,4,2,1,1,0.42,Fox,,,,6000000
2012,10/21/12,Sun,7:45 PM,7.75,0.75,1,0,0,0,0,0,0,1,0,STL,SF,,,,,,,,,,,,,,,2810056,8469854,11279910,LCS,6,3,2,1,0.5,Fox,,,,7600000
2012,10/25/12,Thu,8:07 PM,8.116666667,0.383333333,1,0,0,0,0,0,0,1,0,DET,SF,,,,,,,,,,,,,,,5314163,8469854,13784017,WS,2,1,0,1,0.388,Fox,7.8,12,,12300000
2013,10/12/13,Sat,4:07 PM,4.116666667,4.383333333,0,0,1,0,0,0,1,0,0,LA,STL,,,,,,,,,,,,,,,18351929,2810056,21161985,LCS,2,1,0,1,0.388,TBS,3,,,4700000
2013,10/13/13,Sun,8:07 PM,8.116666667,0.383333333,1,0,1,0,0,0,0,1,0,DET,BOS,,,,,,,,,,,,,,,5314163,8041303,13355466,LCS,2,1,0,1,0.388,Fox,5.8,8,,8300000
2013,10/15/13,Tue,8:07 PM,8.116666667,0.383333333,1,0,1,0,0,0,0,0,0,STL,LA,,,,,,,,,,,,,,,2810056,18351929,21161985,LCS,4,2,1,1,0.42,TBS,3.5,,,5800000
2013,10/16/13,Wed,8:07 PM,8.116666667,0.383333333,1,0,1,0,0,0,0,0,0,BOS,DET,,,,,,,,,,,,,,,8041303,5314163,13355466,LCS,4,2,1,1,0.42,Fox,5.2,9,,8100000
2013,10/18/13,Fri,8:37 PM,8.616666667,0.116666667,1,0,1,0,0,0,0,0,0,LA,STL,,,,,,,,,,,,,,,18351929,2810056,21161985,LCS,6,3,2,1,0.5,TBS,3.7,,,6100000
2013,10/19/13,Sat,8:07 PM,8.116666667,0.383333333,1,0,1,0,0,0,1,0,0,DET,BOS,,,,,,,,,,,,,,,5314163,8041303,13355466,LCS,6,3,2,1,0.5,Fox,5.5,10,,9000000
2013,10/24/13,Thu,8:07 PM,8.116666667,0.383333333,1,0,1,0,0,0,0,1,0,STL,BOS,,,,,,,,,,,,,,,2810056,8041303,10851359,WS,2,1,0,1,0.388,Fox,8.3,13,,13400000
2013,10/27/13,Sun,8:15 PM,8.25,0.25,1,0,1,0,0,0,0,1,0,BOS,STL,,,,,,,,,,,,,,,8041303,2810056,10851359,WS,4,2,1,1,0.42,Fox,9.4,15,,16000000
2013,10/30/13,Wed,8:07 PM,8.116666667,0.383333333,1,0,1,0,1,0,0,0,0,STL,BOS,,,,,,,,,,,,,,,2810056,8041303,10851359,WS,6,3,2,1,0.5,Fox,11.3,18,,19200000
2003,9/30/03,Tue,1:00 PM,1,7.5,0,0,0,0,0,0,0,0,0,MIN,NYY,,,,,,,,,,,,,,,3797883,23484225,27282108,LDS,1,0,0,0,0.486,ESPN,2.1,,,2647000
2004,9/30/04,Tue,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,MIA,SF,,,,,,,,,,,,,,,6447610,8469854,14917464,LDS,1,0,0,0,0.486,ESPN,2.7,,,3423000
2005,9/30/05,Tue,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,CHC,ATL,,,,,,,,,,,,,,,9912730,6162195,16074925,LDS,1,0,0,0,0.486,FOX,7.5,,,10864000
2005,10/1/05,Wed,10:00 PM,10,1.5,1,0,0,0,0,0,0,0,0,BOS,OAK,,,,,,,,,,,,,,,8041303,8469854,16511157,LDS,1,0,0,0,0.486,ESPN,3.3,,,4344000
2003,10/3/03,Fri,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,SF,MIA,,,,,,,,,,,,,,,8469854,6447610,14917464,LDS,3,1,1,0,0.604,ESPN2,2.4,,,3381000
2003,10/3/03,Fri,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,ATL,CHC,,,,,,,,,,,,,,,6162195,9912730,16074925,LDS,3,1,1,0,0.604,ESPN,5.4,,,8126000
2003,10/4/03,Sat,1:00 PM,1,7.5,0,1,0,0,0,0,1,0,0,NYY,MIN,,,,,,,,,,,,,,,23484225,3797883,27282108,LDS,3,1,1,0,0.604,ESPN,2.3,,,3128000
2003,10/5/03,Sun,7:30 PM,7.5,1,1,0,0,0,0,0,0,1,0,CHC,ATL,,,,,,,,,,,,,,,9912730,6162195,16074925,LDS,5,2,2,0,1,FOX,9.8,,,15416000
2003,10/6/03,Mon,8:00 PM,8,0.5,1,0,0,0,0,0,0,1,0,BOS,OAK,,,,,,,,,,,,,,,8041303,8469854,16511157,LDS,5,2,2,0,1,FOX,8.5,,,13027000
2004,10/5/04,Tue,1:00 PM,1,7.5,0,0,0,0,0,0,0,0,0,LA,STL,,,,,,,,,,,,,,,18351929,2810056,21161985,LDS,1,0,0,0,0.486,ESPN,1.4,,,1869000
2004,10/5/04,Tue,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,BOS,ANA,,,,,,,,,,,,,,,8041303,18351929,26393232,LDS,1,0,0,0,0.486,ESPN,2.3,,,3136000
2004,10/5/04,Tue,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,MIN,NYY,,,,,,,,,,,,,,,3797883,23484225,27282108,LDS,1,0,0,0,0.486,FOX,5.9,,,8459000
2004,10/6/04,Wed,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,HOU,ATL,,,,,,,,,,,,,,,6508323,6162195,12670518,LDS,1,0,0,0,0.486,ESPN,2.4,,,3118000
2004,10/8/04,Fri,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,NYY,MIN,,,,,,,,,,,,,,,23484225,3797883,27282108,LDS,3,1,1,0,0.604,ESPN,3.5,,,5058000
2004,10/9/04,Sat,1:00 PM,1,7.5,0,0,0,0,0,0,1,0,0,ATL,HOU,,,,,,,,,,,,,,,6162195,6508323,12670518,LDS,3,1,1,0,0.604,ESPN2,1.9,,,2617000
2004,10/11/04,Mon,8:00 PM,8,0.5,1,0,0,0,0,0,0,1,0,HOU,ATL,,,,,,,,,,,,,,,6508323,6162195,12670518,LDS,5,2,2,0,1,FOX,5.3,,,7981000
2005,10/4/05,Tue,1:00 PM,1,7.5,0,0,0,0,0,0,0,0,0,SD,STL,,,,,,,,,,,,,,,3211252,2810056,6021308,LDS,1,0,0,0,0.486,ESPN,1.6,,,2073000
2005,10/4/05,Tue,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,BOS,CHW,,,,,,,,,,,,,,,8041303,9912730,17954033,LDS,1,0,0,0,0.486,ESPN,2.8,,,3813000
2005,10/4/05,Tue,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,NYY,LAA,,,,,,,,,,,,,,,23484225,18351929,41836154,LDS,1,0,0,0,0.486,FOX,6,,,8985000
2005,10/5/05,Wed,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,HOU,ATL,,,,,,,,,,,,,,,6508323,6162195,12670518,LDS,1,0,0,0,0.486,ESPN,2.4,,,3204000
2005,10/7/05,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,LAA,NYY,,,,,,,,,,,,,,,18351929,23484225,41836154,LDS,3,1,1,0,0.604,ESPN,4.9,,,7212000
2005,10/8/05,Sat,7:30 PM,7.5,1,1,0,1,0,0,0,1,0,0,ATL,HOU,,,,,,,,,,,,,,,6162195,6508323,12670518,LDS,3,1,1,0,0.604,FOX,4.3,,,6410000
2005,10/10/05,Mon,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,NYY,LAA,,,,,,,,,,,,,,,23484225,18351929,41836154,LDS,5,2,2,0,1,FOX,8.9,,,13699000
2006,10/3/06,Tue,1:00 PM,1,7.5,0,0,0,0,0,0,0,0,0,OAK,MIN,,,,,,,,,,,,,,,8469854,3797883,12267737,LDS,1,0,0,0,0.486,ESPN,1.4,,,1777000
2006,10/3/06,Tue,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,STL,SD,,,,,,,,,,,,,,,2810056,3211252,6021308,LDS,1,0,0,0,0.486,ESPN,2,,,2534000
2006,10/3/06,Tue,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,DET,NYY,,,,,,,,,,,,,,,5314163,23484225,28798388,LDS,1,0,0,0,0.486,FOX,5.6,,,8358000
2006,10/4/06,Wed,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,LAD,NYM,,,,,,,,,,,,,,,18351929,23484225,41836154,LDS,1,0,0,0,0.486,ESPN,2.5,,,3266000
2006,10/6/06,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,NYY,DET,,,,,,,,,,,,,,,23484225,5314163,28798388,LDS,3,1,1,0,0.604,ESPN,4.4,,,6561000
2007,10/3/07,Wed,3:00 PM,3,5.5,0,0,1,0,0,0,0,0,0,COL,PHI,,,,,,,,,,,,,,,3277309,7146706,10424015,LDS,1,0,0,0,0.486,TBS,2.2,,,3171000
2007,10/3/07,Wed,6:30 PM,6.5,2,0,0,1,0,0,0,0,0,0,LAA,BOS,,,,,,,,,,,,,,,18351929,8041303,26393232,LDS,1,0,0,0,0.486,TBS,3.7,,,5460000
2007,10/3/07,Wed,10:00 PM,10,1.5,1,0,1,0,0,0,0,0,0,CHC,ARI,,,,,,,,,,,,,,,9912730,4398762,14311492,LDS,1,0,0,0,0.486,TBS,3.4,,,5133000
2007,10/3/07,Thu,6:30 PM,6.5,2,0,0,1,0,0,0,0,0,0,NYY,CLE,,,,,,,,,,,,,,,23484225,3501538,26985763,LDS,1,0,0,0,0.486,TBS,4.5,,,6683000
2008,10/1/08,Wed,3:00 PM,3,5.5,0,0,0,0,0,0,0,0,0,MIL,PHI,,,,,,,,,,,,,,,2040498,7146706,9187204,LDS,1,0,0,0,0.486,TBS,2,,,2764000
2008,10/1/08,Wed,6:30 PM,6.5,2,0,0,0,0,0,0,0,0,0,LAD,CHC,,,,,,,,,,,,,,,18351929,9912730,28264659,LDS,1,0,0,0,0.486,TBS,3.5,,,5381000
2008,10/1/08,Wed,10:00 PM,10,1.5,1,0,0,0,0,0,0,0,0,BOS,LAA,,,,,,,,,,,,,,,8041303,18351929,26393232,LDS,1,0,0,0,0.486,TBS,3,,,4442000
2008,10/2/08,Thu,2:30 PM,2.5,6,0,0,0,0,0,0,0,0,0,CHW,TB,,,,,,,,,,,,,,,9912730,2870569,12783299,LDS,1,0,0,0,0.486,TBS,2,,,2610000
2009,10/7/09,Wed,2:30 PM,2.5,6,0,0,1,0,0,0,0,0,0,COL,PHI,,,,,,,,,,,,,,,3277309,7146706,10424015,LDS,1,0,0,0,0.486,TBS,2,,,2758000
2009,10/7/09,Wed,6:00 PM,6,2.5,0,0,1,0,0,0,0,0,0,MIN,NYY,,,,,,,,,,,,,,,3797883,23484225,27282108,LDS,1,0,0,0,0.486,TBS,4.3,,,6607000
2009,10/7/09,Wed,9:30 PM,9.5,1,1,0,1,0,0,0,0,0,0,STL,LAD,,,,,,,,,,,,,,,2810056,18351929,21161985,LDS,1,0,0,0,0.486,TBS,3.3,,,4973000
2009,10/11/09,Sun,10:30 PM,10.5,2,1,0,1,0,0,0,0,1,0,PHI,COL,,,,,,,,,,,,,,,7146706,3277309,10424015,LDS,3,1,1,0,0.604,TBS,2.7,,,4084000
2010,10/6/10,Wed,1:30 PM,1.5,7,0,0,0,0,0,0,0,0,0,TEX,TB,,,,,,,,,,,,,,,7206144,2870569,10076713,LDS,1,0,0,0,0.486,TBS,1.6,,,2244000
