Year,Date,Day,Time,Hour,AwayPrime,After7,Overlap,NHLReg,NHLPlay,NBAReg,NBAPlay,CF,NFL,Soccer,Away1,Home1,Share1,Away2,Home2,Share2,Away3,Home3,Share3,Away4,Home4,Share4,Away5,Home5,Share5,TOTAL,AwayPop,HomePop,Market,Round,Game,WT,LT,DIF,Leverage,TV,Rating,Share,KeyDemo,Viewers
2012,10/15/12,Mon,8:07 PM,8.116666667,0.383333333,1,0,0,0,0,0,0,1,0,STL,SF,,,,,,,,,,,,,,,2810056,8469854,11279910,LCS,2,1,0,1,0.388,Fox,3.6,6,,5600000
2006,10/10/06,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,DET,OAK,,,,,,,,,,,,,,,5314163,8469854,13784017,LCS,1,0,0,0,0.422,FOX,6,,,8587000
2007,10/15/07,Mon,10:00 PM,10,1.5,1,0,1,0,0,0,0,1,0,ARI,COL,,,,,,,,,,,,,,,4398762,3277309,7676071,LCS,4,3,0,3,0.08,TBS,2.5,,,3803000
2006,10/14/06,Sat,4:00 PM,4,4.5,0,0,1,0,0,0,1,0,0,OAK,DET,,,,,,,,,,,,,,,8469854,5314163,13784017,LCS,4,3,0,3,0.08,FOX,5.2,,,7724000
2004,10/17/04,Sun,8:00 PM,8,0.5,1,0,0,0,0,0,0,1,0,NYY,BOS,,,,,,,,,,,,,,,23484225,8041303,31525528,LCS,4,3,0,3,0.08,FOX,9.5,,,14821000
2011,10/28/07,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,BOS,COL,,,,,,,,,,,,,,,8041303,3277309,11318612,WS,4,3,0,3,0.08,FOX,12.6,14.251,7.1,20946000
2010,10/26/05,Wed,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,CHW,HOU,,,,,,,,,,,,,,,9912730,6508323,16421053,WS,4,3,0,3,0.08,FOX,13,14.281,6.6,19979000
2010,10/27/04,Wed,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,BOS,STL,,,,,,,,,,,,,,,8041303,2810056,10851359,WS,4,3,0,3,0.08,FOX,18.2,19.93,10,28844000
2012,10/18/12,Thu,4:07 PM,4.116666667,4.383333333,0,0,0,0,0,0,0,1,0,NYY,DET,,,,,,,,,,,,,,,23484225,5314163,28798388,LCS,4,3,0,3,0.08,TBS,3.5,,,5251000
2012,10/28/12,Sun,8:15 PM,8.25,0.25,1,0,0,0,0,0,0,1,0,SF,DET,,,,,,,,,,,,,,,8469854,5314163,13784017,WS,4,3,0,3,0.08,Fox,8.9,14,,15500000
2003,10/4/03,Sat,7:30 PM,7.5,1,1,0,0,0,0,0,1,0,0,OAK,BOS,,,,,,,,,,,,,,,8469854,8041303,16511157,LDS,3,2,0,2,0.198,ESPN2,2.8,,,4582000
2004,10/8/04,Fri,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,ANA,BOS,,,,,,,,,,,,,,,18351929,8041303,26393232,LDS,3,2,0,2,0.198,ESPN,3,,,4135000
2004,10/9/04,Sat,7:30 PM,7.5,1,1,0,0,0,0,0,1,0,0,STL,LA,,,,,,,,,,,,,,,2810056,18351929,21161985,LDS,3,2,0,2,0.198,FOX,5.1,,,7772000
2005,10/7/05,Fri,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,CHW,BOS,,,,,,,,,,,,,,,9912730,8041303,17954033,LDS,3,2,0,2,0.198,ESPN2,3.3,,,4494000
2005,10/8/05,Sat,11:00 PM,11,2.5,1,0,1,0,0,0,1,0,0,STL,SD,,,,,,,,,,,,,,,2810056,3211252,6021308,LDS,3,2,0,2,0.198,ESPN,1.8,,,2461000
2006,10/6/06,Fri,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,MIN,OAK,,,,,,,,,,,,,,,3797883,8469854,12267737,LDS,3,2,0,2,0.198,ESPN,2.3,,,3029000
2006,10/7/06,Sat,1:00 PM,1,7.5,0,0,1,0,0,0,1,0,0,SD,STL,,,,,,,,,,,,,,,3211252,2810056,6021308,LDS,3,2,0,2,0.198,ESPN2,1.5,,,2125000
2006,10/7/06,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,NYM,LAD,,,,,,,,,,,,,,,23484225,18351929,41836154,LDS,3,2,0,2,0.198,FOX,4.5,,,6775000
2007,10/6/07,Sat,6:00 PM,6,2.5,0,0,1,0,0,0,1,0,0,ARI,CHC,,,,,,,,,,,,,,,4398762,9912730,14311492,LDS,3,2,0,2,0.198,TBS,3,,,4670000
2007,10/6/07,Sat,9:30 PM,9.5,1,1,0,1,0,0,0,1,0,0,PHI,COL,,,,,,,,,,,,,,,7146706,3277309,10424015,LDS,3,2,0,2,0.198,TBS,2.8,,,4484000
2007,10/7/07,Sun,3:00 PM,3,5.5,0,0,1,0,0,0,0,1,0,BOS,LAA,,,,,,,,,,,,,,,8041303,18351929,26393232,LDS,3,2,0,2,0.198,TBS,2.8,,,4201000
2007,10/7/07,Sun,6:30 PM,6.5,2,0,0,1,0,0,0,0,1,0,CLE,NYY,,,,,,,,,,,,,,,3501538,23484225,26985763,LDS,3,2,0,2,0.198,TBS,5.4,,,8460000
2008,10/4/08,Sat,6:30 PM,6.5,2,0,0,1,0,0,0,1,0,0,PHI,MIL,,,,,,,,,,,,,,,7146706,2040498,9187204,LDS,3,2,0,2,0.198,TBS,2.9,,,4573000
2008,10/4/08,Sat,10:00 PM,10,1.5,1,0,1,0,0,0,1,0,0,CHC,LAD,,,,,,,,,,,,,,,9912730,18351929,28264659,LDS,3,2,0,2,0.198,TBS,3.2,,,5224000
2008,10/5/08,Sun,4:30 PM,4.5,4,0,0,1,0,0,0,0,1,0,TB,CHW,,,,,,,,,,,,,,,2870569,9912730,12783299,LDS,3,2,0,2,0.198,TBS,2.2,,,3352000
2008,10/5/08,Sun,7:50 PM,7.833333333,0.666666667,1,0,1,0,0,0,0,1,0,LAA,BOS,,,,,,,,,,,,,,,18351929,8041303,26393232,LDS,3,2,0,2,0.198,TBS,3.9,,,6199000
2009,10/10/09,Sat,6:00 PM,6,2.5,0,0,1,0,0,0,1,0,0,LAD,STL,,,,,,,,,,,,,,,18351929,2810056,21161985,LDS,3,2,0,2,0.198,TBS,2.6,,,4021000
2009,10/11/09,Sun,12:00 PM,0,8.5,0,0,1,0,0,0,0,1,0,LAA,BOS,,,,,,,,,,,,,,,18351929,8041303,26393232,LDS,3,2,0,2,0.198,TBS,2.1,,,2936000
2009,10/11/09,Sun,7:00 PM,7,1.5,1,0,1,0,0,0,0,1,0,NYY,MIN,,,,,,,,,,,,,,,23484225,3797883,27282108,LDS,3,2,0,2,0.198,TBS,4.1,,,6791000
2010,10/9/10,Sat,5:00 PM,5,3.5,0,0,1,0,0,0,1,0,0,TB,TEX,,,,,,,,,,,,,,,2870569,7206144,10076713,LDS,3,2,0,2,0.198,TBS,2.2,,,3513000
2010,10/9/10,Sat,8:30 PM,8.5,0,1,0,1,0,0,0,1,0,0,MIN,NYY,,,,,,,,,,,,,,,3797883,23484225,27282108,LDS,3,2,0,2,0.198,TBS,3,,,4810000
2010,10/10/10,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,PHI,CIN,,,,,,,,,,,,,,,7146706,2196629,9343335,LDS,3,2,0,2,0.198,TBS,2.8,,,4653000
2011,10/11/11,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,TEX,DET,,,,,,,,,,,,,,,7206144,5314163,12520307,LCS,3,2,0,2,0.244,FOX,5.3,,,8395000
2011,10/13/11,Thu,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,TEX,DET,,,,,,,,,,,,,,,7206144,5314163,12520307,LCS,5,3,1,2,0.198,FOX,3.9,,,5675000
2010,10/20/10,Wed,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,TEX,NYY,,,,,,,,,,,,,,,7206144,23484225,30690369,LCS,5,3,1,2,0.198,TBS,4.1,,,6107000
2010,10/21/10,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,PHI,SF,,,,,,,,,,,,,,,7146706,8469854,15616560,LCS,5,3,1,2,0.198,FOX,6.9,,,11196000
2009,10/19/09,Mon,4:00 PM,4,4.5,0,0,1,0,0,0,0,1,0,NYY,LAA,,,,,,,,,,,,,,,23484225,18351929,41836154,LCS,3,2,0,2,0.244,FOX,4.8,,,7247000
2009,10/22/09,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,NYY,LAA,,,,,,,,,,,,,,,23484225,18351929,41836154,LCS,5,3,1,2,0.198,FOX,7.6,,,11851000
2009,10/21/09,Wed,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,LAD,PHI,,,,,,,,,,,,,,,18351929,7146706,25498635,LCS,5,3,1,2,0.198,TBS,5,,,7978000
2008,10/16/08,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,TB,BOS,,,,,,,,,,,,,,,2870569,8041303,10911872,LCS,5,3,1,2,0.198,TBS,4.7,,,7211000
2008,10/12/08,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,PHI,LAD,,,,,,,,,,,,,,,7146706,18351929,25498635,LCS,3,2,0,2,0.244,FOX,5.6,,,8837000
2008,10/15/08,Wed,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,PHI,LAD,,,,,,,,,,,,,,,7146706,18351929,25498635,LCS,5,3,1,2,0.198,FOX,5.1,,,8029000
2007,10/18/07,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,BOS,CLE,,,,,,,,,,,,,,,8041303,3501538,11542841,LCS,5,3,1,2,0.198,FOX,8.5,,,13101000
2007,10/14/07,Sun,8:30 PM,8.5,0,1,0,1,0,0,0,0,1,0,ARI,COL,,,,,,,,,,,,,,,4398762,3277309,7676071,LCS,3,2,0,2,0.244,TBS,3.2,,,5158000
2006,10/13/06,Fri,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,OAK,DET,,,,,,,,,,,,,,,8469854,5314163,13784017,LCS,3,2,0,2,0.244,FOX,3.7,,,5022000
2005,10/16/05,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,CHW,LAA,,,,,,,,,,,,,,,9912730,18351929,28264659,LCS,5,3,1,2,0.198,FOX,7.2,,,11280000
2005,10/17/05,Mon,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,STL,HOU,,,,,,,,,,,,,,,2810056,6508323,9318379,LCS,5,3,1,2,0.198,FOX,7.5,,,11612000
2004,10/16/04,Sat,8:00 PM,8,0.5,1,0,0,0,0,0,1,0,0,NYY,BOS,,,,,,,,,,,,,,,23484225,8041303,31525528,LCS,3,2,0,2,0.244,FOX,7.8,,,12468000
2004,10/18/04,Mon,5:00 PM,5,3.5,0,0,0,0,0,0,0,1,0,NYY,BOS,,,,,,,,,,,,,,,23484225,8041303,31525528,LCS,5,3,1,2,0.198,FOX,11.3,,,17798000
2004,10/16/04,Sat,4:00 PM,4,4.5,0,0,0,0,0,0,1,0,0,STL,HOU,,,,,,,,,,,,,,,2810056,6508323,9318379,LCS,3,2,0,2,0.244,FOX,5.2,,,7479000
2003,10/12/03,Sun,4:00 PM,4,4.5,0,0,1,0,0,0,0,1,0,CHC,FLA,,,,,,,,,,,,,,,9912730,6447610,16360340,LCS,5,3,1,2,0.198,FOX,8.5,,,12637000
2002,10/13/02,Sun,4:00 PM,4,4.5,0,0,1,0,0,0,0,1,0,MIN,ANA,,,,,,,,,,,,,,,3797883,18351929,22149812,LCS,5,3,1,2,0.198,FOX,6.1,,,9206000
2002,10/12/02,Sat,4:00 PM,4,4.5,0,0,1,0,0,0,1,0,0,STL,SF,,,,,,,,,,,,,,,2810056,8469854,11279910,LCS,3,2,0,2,0.244,FOX,4.6,,,6740000
2002,10/14/02,Mon,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,STL,SF,,,,,,,,,,,,,,,2810056,8469854,11279910,LCS,5,3,1,2,0.198,FOX,6.9,,,10314000
2011,10/27/08,Mon,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,TB,PHI,,,,,,,,,,,,,,,2870569,7146706,10017275,WS,5,3,1,2,0.198,FOX,9.6,,_,15787000
2011,10/27/07,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,BOS,COL,,,,,,,,,,,,,,,8041303,3277309,11318612,WS,3,2,0,2,0.244,FOX,8.5,9.638,4.3,14055000
2010,10/27/06,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,DET,STL,,,,,,,,,,,,,,,5314163,2810056,8124219,WS,5,3,1,2,0.198,FOX,10.3,11.526,5,16277000
2010,10/25/05,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,CHW,HOU,,,,,,,,,,,,,,,9912730,6508323,16421053,WS,3,2,0,2,0.244,FOX,11,12.134,5.7,16652000
2010,10/26/04,Tue,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,BOS,STL,,,,,,,,,,,,,,,8041303,2810056,10851359,WS,3,2,0,2,0.244,FOX,15.7,17.156,8.2,24422000
2008,10/30/01,Tue,8:00 PM,8,0.5,1,0,1,0,1,0,0,0,0,ARI,NYY,,,,,,,,,,,,,,,4398762,23484225,27882987,WS,3,2,0,2,0.244,FOX,15.4,16.28,,23407000
2008,10/24/00,Tue,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,NYY,NYM,,,,,,,,,,,,,,,23484225,23484225,46968450,WS,3,2,0,2,0.244,FOX,12.4,12.682,,17453000
2008,10/26/00,Thu,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,NYY,NYM,,,,,,,,,,,,,,,23484225,23484225,46968450,WS,5,3,1,2,0.198,FOX,13.1,13.351,,18927000
2009,11/2/09,Mon,7:57 PM,7.95,0.55,1,0,1,0,1,0,0,1,0,NY,PHI,,,,,,,,,,,,,,,23484225,7146706,30630931,WS,5,3,1,2,0.198,Fox,10.6,16,,17100000
2010,10/30/10,Sat,7:00 PM,7,1.5,1,0,1,0,1,0,1,0,0,SF,TEX,,,,,,,,,,,,,,,8469854,7206144,15675998,WS,3,2,0,2,0.244,Fox,6.7,13,,11460000
2010,11/1/10,Mon,7:58 PM,7.966666667,0.533333333,1,0,1,0,1,0,0,1,0,SF,TEX,,,,,,,,,,,,,,,8469854,7206144,15675998,WS,5,3,1,2,0.198,Fox,8.8,14,,14950000
2012,10/9/12,Tue,9:07 PM,9.116666667,0.616666667,1,0,0,0,0,0,0,0,0,DET,OAK,,,,,,,,,,,,,,,5314163,8469854,13784017,LDS,3,2,0,2,0.244,TBS,,,,4200000
2012,10/16/12,Tue,8:07 PM,8.116666667,0.383333333,1,0,0,0,0,0,0,0,0,NYY,DET,,,,,,,,,,,,,,,23484225,5314163,28798388,LCS,3,2,0,2,0.244,TBS,4,,,6180000
2012,10/19/12,Fri,8:07 PM,8.116666667,0.383333333,1,0,0,0,0,0,0,0,0,SF,STL,,,,,,,,,,,,,,,8469854,2810056,11279910,LCS,5,3,1,2,0.198,Fox,4.4,,,7100000
2012,10/27/12,Sat,8:07 PM,8.116666667,0.383333333,1,0,0,0,0,0,1,0,0,SF,DET,,,,,,,,,,,,,,,8469854,5314163,13784017,WS,3,2,0,2,0.244,Fox,6.1,11,,10500000
2013,10/14/13,Mon,8:07 PM,8.116666667,0.383333333,1,0,1,0,0,0,0,1,0,STL,LA,,,,,,,,,,,,,,,2810056,18351929,21161985,LCS,3,2,0,2,0.244,TBS,3.1,,,4800000
2013,10/16/13,Wed,4:07 PM,4.116666667,4.383333333,0,0,1,0,0,0,0,0,0,STL,LA,,,,,,,,,,,,,,,2810056,18351929,21161985,LCS,5,3,1,2,0.198,TBS,,,,3700000
2003,10/1/03,Wed,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,MIA,SF,,,,,,,,,,,,,,,6447610,8469854,14917464,LDS,2,1,0,1,0.42,ESPN,2.4,,,3072000
2004,10/1/04,Wed,7:00 PM,7,1.5,1,0,0,0,0,0,0,0,0,CHC,ATL,,,,,,,,,,,,,,,9912730,6162195,16074925,LDS,2,1,0,1,0.42,ESPN,5.1,,,7432000
2003,10/2/03,Thu,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,BOS,OAK,,,,,,,,,,,,,,,8041303,8469854,16511157,LDS,2,1,0,1,0.42,ESPN2,1.9,,,2733000
2003,10/2/03,Thu,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,MIN,NYY,,,,,,,,,,,,,,,3797883,23484225,27282108,LDS,2,1,0,1,0.42,FOX,6.1,,,8719000
2003,10/4/03,Sat,1:00 PM,1,7.5,0,1,0,0,0,0,1,0,0,SF,MIA,,,,,,,,,,,,,,,8469854,6447610,14917464,LDS,4,2,1,1,0.5,ESPN2,2.1,,,2916000
2003,10/4/03,Sat,4:00 PM,4,4.5,0,0,0,0,0,0,1,0,0,ATL,CHC,,,,,,,,,,,,,,,6162195,9912730,16074925,LDS,4,2,1,1,0.5,FOX,6,,,8770000
2003,10/5/03,Sun,1:00 PM,1,7.5,0,0,0,0,0,0,0,1,0,OAK,BOS,,,,,,,,,,,,,,,8469854,8041303,16511157,LDS,4,2,1,1,0.5,ESPN,2.4,,,3398000
2003,10/5/03,Sun,4:00 PM,4,4.5,0,0,0,0,0,0,0,1,0,NYY,MIN,,,,,,,,,,,,,,,23484225,3797883,27282108,LDS,4,2,1,1,0.5,ESPN,2.8,,,4010000
2004,10/6/04,Wed,7:00 PM,7,1.5,1,0,0,0,0,0,0,0,0,MIN,NYY,,,,,,,,,,,,,,,3797883,23484225,27282108,LDS,2,1,0,1,0.42,ESPN,4.7,,,6811000
2004,10/6/04,Wed,10:00 PM,10,1.5,1,0,0,0,0,0,0,0,0,BOS,ANA,,,,,,,,,,,,,,,8041303,18351929,26393232,LDS,2,1,0,1,0.42,ESPN,2.6,,,3782000
2004,10/7/04,Thu,4:00 PM,4,4.5,0,0,0,0,0,0,0,0,0,HOU,ATL,,,,,,,,,,,,,,,6508323,6162195,12670518,LDS,2,1,0,1,0.42,ESPN,2.7,,,3562000
2004,10/7/04,Thu,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,LA,STL,,,,,,,,,,,,,,,18351929,2810056,21161985,LDS,2,1,0,1,0.42,FOX,4.9,,,7053000
2004,10/9/04,Sat,4:00 PM,4,4.5,0,0,0,0,0,0,1,0,0,NYY,MIN,,,,,,,,,,,,,,,23484225,3797883,27282108,LDS,4,2,1,1,0.5,FOX,5,,,7275000
2004,10/10/04,Sun,1:00 PM,1,7.5,0,0,0,0,0,0,0,1,0,ATL,HOU,,,,,,,,,,,,,,,6162195,6508323,12670518,LDS,4,2,1,1,0.5,ESPN,2.2,,,3106000
2004,10/10/04,Sun,7:30 PM,7.5,1,1,0,0,0,0,0,0,1,0,STL,LA,,,,,,,,,,,,,,,2810056,18351929,21161985,LDS,4,2,1,1,0.5,FOX,5.6,,,8706000
2005,10/5/05,Wed,7:00 PM,7,1.5,1,0,1,0,0,0,0,0,0,BOS,CHW,,,,,,,,,,,,,,,8041303,9912730,17954033,LDS,2,1,0,1,0.42,ESPN,4.4,,,6364000
2005,10/5/05,Wed,10:00 PM,10,1.5,1,0,1,0,0,0,0,0,0,NYY,LAA,,,,,,,,,,,,,,,23484225,18351929,41836154,LDS,2,1,0,1,0.42,ESPN,3.8,,,5524000
2005,10/6/05,Thu,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,SD,STL,,,,,,,,,,,,,,,3211252,2810056,6021308,LDS,2,1,0,1,0.42,ESPN2,1.7,,,2280000
2005,10/6/05,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,HOU,ATL,,,,,,,,,,,,,,,6508323,6162195,12670518,LDS,2,1,0,1,0.42,FOX,5.3,,,7671000
2005,10/9/05,Sun,1:00 PM,1,7.5,0,0,1,0,0,0,0,1,0,ATL,HOU,,,,,,,,,,,,,,,6162195,6508323,12670518,LDS,4,2,1,1,0.5,ESPN,3.2,,,4866000
2005,10/9/05,Sun,7:30 PM,7.5,1,1,0,1,0,0,0,0,1,0,LAA,NYY,,,,,,,,,,,,,,,18351929,23484225,41836154,LDS,4,2,1,1,0.5,FOX,8.1,,,12564000
2006,10/4/06,Wed,1:00 PM,1,7.5,0,0,1,0,0,0,0,0,0,OAK,MIN,,,,,,,,,,,,,,,8469854,3797883,12267737,LDS,2,1,0,1,0.42,ESPN,1.5,,,1972000
2006,10/5/06,Thu,1:00 PM,1,7.5,0,0,1,0,0,0,0,0,0,DET,NYY,,,,,,,,,,,,,,,5314163,23484225,28798388,LDS,2,1,0,1,0.42,ESPN,2.2,,,2890000
2006,10/5/06,Thu,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,STL,SD,,,,,,,,,,,,,,,2810056,3211252,6021308,LDS,2,1,0,1,0.42,ESPN,2.6,,,3477000
2006,10/5/06,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,LAD,NYM,,,,,,,,,,,,,,,18351929,23484225,41836154,LDS,2,1,0,1,0.42,FOX,4.5,,,6392000
2006,10/7/06,Sat,4:00 PM,4,4.5,0,0,1,0,0,0,1,0,0,NYY,DET,,,,,,,,,,,,,,,23484225,5314163,28798388,LDS,4,2,1,1,0.5,FOX,4.5,,,6646000
2006,10/8/06,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,SD,STL,,,,,,,,,,,,,,,3211252,2810056,6021308,LDS,4,2,1,1,0.5,FOX,4.8,,,7106000
2007,10/3/07,Thu,3:00 PM,3,5.5,0,0,1,0,0,0,0,0,0,COL,PHI,,,,,,,,,,,,,,,3277309,7146706,10424015,LDS,2,1,0,1,0.42,TBS,2.3,,,3298000
2007,10/3/07,Thu,10:00 PM,10,1.5,1,0,1,0,0,0,0,0,0,CHC,ARI,,,,,,,,,,,,,,,9912730,4398762,14311492,LDS,2,1,0,1,0.42,TBS,2.6,,,3735000
2007,10/5/07,Fri,5:00 PM,5,3.5,0,0,1,0,0,0,0,0,0,NYY,CLE,,,,,,,,,,,,,,,23484225,3501538,26985763,LDS,2,1,0,1,0.42,TBS,4.9,,,7578000
2007,10/5/07,Fri,8:30 PM,8.5,0,1,0,1,0,0,0,0,0,0,LAA,BOS,,,,,,,,,,,,,,,18351929,8041303,26393232,LDS,2,1,0,1,0.42,TBS,4.2,,,6386000
2007,10/8/07,Mon,7:30 PM,7.5,1,1,0,1,0,0,0,0,1,0,CLE,NYY,,,,,,,,,,,,,,,3501538,23484225,26985763,LDS,4,2,1,1,0.5,TBS,5.9,,,9232000
2008,10/2/08,Thu,6:00 PM,6,2.5,0,0,0,0,0,0,0,0,0,MIL,PHI,,,,,,,,,,,,,,,2040498,7146706,9187204,LDS,2,1,0,1,0.42,TBS,2.7,,,4196000
2008,10/2/08,Thu,9:30 PM,9.5,1,1,0,0,0,0,0,0,0,0,LAD,CHC,,,,,,,,,,,,,,,18351929,9912730,28264659,LDS,2,1,0,1,0.42,TBS,2.6,,,4024000
2008,10/3/08,Fri,6:00 PM,6,2.5,0,0,0,0,0,0,0,0,0,CHW,TB,,,,,,,,,,,,,,,9912730,2870569,12783299,LDS,2,1,0,1,0.42,TBS,2.6,,,3895000
2008,10/3/08,Fri,9:30 PM,9.5,1,1,0,0,0,0,0,0,0,0,BOS,LAA,,,,,,,,,,,,,,,8041303,18351929,26393232,LDS,2,1,0,1,0.42,TBS,3.3,,,5268000
2008,10/5/08,Sun,1:00 PM,1,7.5,0,0,1,0,0,0,0,1,0,PHI,MIL,,,,,,,,,,,,,,,7146706,2040498,9187204,LDS,4,2,1,1,0.5,TBS,1.5,,,2220000
2008,10/6/08,Mon,5:00 PM,5,3.5,0,0,0,0,0,0,0,1,0,TB,CHW,,,,,,,,,,,,,,,2870569,9912730,12783299,LDS,4,2,1,1,0.5,TBS,2.2,,,3096000
2008,10/6/08,Mon,8:30 PM,8.5,0,1,0,0,0,0,0,0,1,0,LAA,BOS,,,,,,,,,,,,,,,18351929,8041303,26393232,LDS,4,2,1,1,0.5,TBS,3.6,,,5720000
2009,10/8/09,Thu,2:30 PM,2.5,6,0,0,1,0,0,0,0,0,0,COL,PHI,,,,,,,,,,,,,,,3277309,7146706,10424015,LDS,2,1,0,1,0.42,TBS,2.2,,,2955000
2009,10/8/09,Thu,6:00 PM,6,2.5,0,0,1,0,0,0,0,0,0,STL,LAD,,,,,,,,,,,,,,,2810056,18351929,21161985,LDS,2,1,0,1,0.42,TBS,3.5,,,5175000
2009,10/8/09,Thu,9:30 PM,9.5,1,1,0,1,0,0,0,0,0,0,BOS,LAA,,,,,,,,,,,,,,,8041303,18351929,26393232,LDS,2,1,0,1,0.42,TBS,3,,,4437000
2009,10/9/09,Fri,6:00 PM,6,2.5,0,0,1,0,0,0,0,0,0,MIN,NYY,,,,,,,,,,,,,,,3797883,23484225,27282108,LDS,2,1,0,1,0.42,TBS,4.1,,,6484000
2009,10/9/09,Fri,9:30 PM,9.5,1,1,0,1,0,0,0,0,0,0,BOS,LAA,,,,,,,,,,,,,,,8041303,18351929,26393232,LDS,2,1,0,1,0.42,TBS,3.3,,,5069000
2009,10/12/09,Mon,6:00 PM,6,2.5,0,0,1,0,0,0,0,1,0,PHI,COL,,,,,,,,,,,,,,,7146706,3277309,10424015,LDS,4,2,1,1,0.5,TBS,3.2,,,5204000
2010,10/7/10,Thu,2:30 PM,2.5,6,0,0,1,0,0,0,0,0,0,TEX,TB,,,,,,,,,,,,,,,7206144,2870569,10076713,LDS,2,1,0,1,0.42,TBS,1.8,,,2421000
2010,10/7/10,Thu,6:00 PM,6,2.5,0,0,1,0,0,0,0,0,0,NYY,MIN,,,,,,,,,,,,,,,23484225,3797883,27282108,LDS,2,1,0,1,0.42,TBS,3.5,,,5314000
2010,10/8/10,Fri,6:00 PM,6,2.5,0,0,1,0,0,0,0,0,0,CIN,PHI,,,,,,,,,,,,,,,2196629,7146706,9343335,LDS,2,1,0,1,0.42,TBS,3.1,,,5024000
2010,10/8/10,Fri,9:30 PM,9.5,1,1,0,1,0,0,0,0,0,0,ATL,SF,,,,,,,,,,,,,,,6162195,8469854,14632049,LDS,2,1,0,1,0.42,TBS,3,,,4774000
2010,10/10/10,Sun,1:00 PM,1,7.5,0,0,1,0,0,0,0,1,0,TB,TEX,,,,,,,,,,,,,,,2870569,7206144,10076713,LDS,4,2,1,1,0.5,TBS,1.5,,,2219000
2010,10/11/10,Mon,7:30 PM,7.5,1,1,0,1,0,0,0,0,1,0,SF,ATL,,,,,,,,,,,,,,,8469854,6162195,14632049,LDS,4,2,1,1,0.5,TBS,3,,,4667000
2011,10/10/11,Mon,4:00 PM,4,4.5,0,0,1,0,0,0,0,1,0,DET,TEX,,,,,,,,,,,,,,,5314163,7206144,12520307,LCS,2,1,0,1,0.388,FOX,4.2,,,6568000
2011,10/12/11,Wed,6:30 PM,6.5,2,0,0,1,0,0,0,0,0,0,TEX,DET,,,,,,,,,,,,,,,7206144,5314163,12520307,LCS,4,2,1,1,0.42,FOX,5.2,,,8370000
2011,10/15/11,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,DET,TEX,,,,,,,,,,,,,,,5314163,7206144,12520307,LCS,6,3,2,1,0.5,FOX,4.6,,,7702000
2011,10/10/11,Mon,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,STL,MIL,,,,,,,,,,,,,,,2810056,2040498,4850554,LCS,2,1,0,1,0.388,TBS,1.9,,,3021000
2011,10/13/11,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,MIL,STL,,,,,,,,,,,,,,,2040498,2810056,4850554,LCS,4,2,1,1,0.42,TBS,3.7,,,5650000
